nohup: ignoring input
91 1759180897.9754336 0.059699058532714844
92 1759180898.0382116 0.06268930435180664
93 1759180898.1111274 0.07281732559204102
94 1759180898.1699252 0.058637380599975586
95 1759180898.228792 0.05877184867858887
96 1759180898.2884243 0.05954337120056152
97 1759180898.344924 0.05641055107116699
98 1759180898.407009 0.06197166442871094
99 1759180898.4694839 0.062375783920288086
100 1759180898.525479 0.0558927059173584
101 1759180898.592493 0.06691431999206543
102 1759180898.6532376 0.06065535545349121
103 1759180898.713122 0.05977129936218262
104 1759180898.7740571 0.060788869857788086
105 1759180898.8369753 0.06278610229492188
106 1759180898.919505 0.08243036270141602
107 1759180898.9852216 0.06562018394470215
108 1759180899.5757685 0.590430736541748
109 1759180899.6430776 0.0671999454498291
110 1759180899.711252 0.06803584098815918
111 1759180899.7723954 0.061048269271850586
112 1759180899.8366666 0.06417250633239746
113 1759180899.9006796 0.06392335891723633
114 1759180899.9608827 0.06011319160461426
115 1759180900.0150256 0.05404520034790039
116 1759180900.0701041 0.054978132247924805
117 1759180900.1328888 0.06263923645019531
118 1759180900.1830146 0.05001640319824219
119 1759180900.2392864 0.0561833381652832
120 1759180900.3060136 0.06662917137145996
121 1759180900.3660076 0.05989432334899902
122 1759180900.5283022 0.1621842384338379
123 1759180900.5855281 0.05713009834289551
124 1759180900.6478064 0.062186241149902344
125 1759180900.7086565 0.06075453758239746
126 1759180900.7772808 0.06852149963378906
127 1759180900.8318264 0.0544285774230957
128 1759180900.8937664 0.061837196350097656
129 1759180900.956079 0.06221199035644531
130 1759180901.0100868 0.0538487434387207
131 1759180901.079287 0.06907248497009277
132 1759180901.1359 0.056520938873291016
133 1759180901.2083082 0.07231426239013672
134 1759180901.264898 0.05649995803833008
135 1759180901.320345 0.055351972579956055
136 1759180901.3794773 0.059020280838012695
137 1759180901.4397311 0.060152292251586914
138 1759180901.5043938 0.06457328796386719
139 1759180901.5626576 0.058164358139038086
140 1759180902.176269 0.613506555557251
141 1759180902.2404861 0.06412839889526367
142 1759180902.3026292 0.06205153465270996
143 1759180902.3569403 0.054219961166381836
144 1759180902.425266 0.06822061538696289
145 1759180902.484482 0.05911684036254883
146 1759180902.6185815 0.1339876651763916
147 1759180902.6822636 0.06357407569885254
148 1759180902.7620003 0.07964372634887695
149 1759180902.8214447 0.05935406684875488
150 1759180902.88548 0.06394505500793457
151 1759180902.9890718 0.10348987579345703
152 1759180903.0509205 0.06170320510864258
153 1759180903.1090794 0.05806922912597656
154 1759180903.1499135 0.04069209098815918
155 1759180903.2075996 0.05759882926940918
156 1759180903.2671063 0.05938243865966797
157 1759180903.334436 0.06715989112854004
158 1759180903.3966644 0.062127113342285156
159 1759180903.4580631 0.061304330825805664
160 1759180903.556538 0.09833574295043945
161 1759180903.6115472 0.05491447448730469
162 1759180903.6715097 0.05985713005065918
163 1759180903.7491336 0.07753419876098633
164 1759180903.8114343 0.062155723571777344
165 1759180903.8733547 0.0618131160736084
166 1759180903.930456 0.05701136589050293
167 1759180903.9857097 0.055155277252197266
168 1759180904.0486243 0.06280636787414551
169 1759180904.1069584 0.05824470520019531
170 1759180904.1685214 0.0614626407623291
171 1759180904.2233477 0.05473661422729492
172 1759180904.2903378 0.06688880920410156
173 1759180904.350374 0.05993294715881348
174 1759180904.4066145 0.05614948272705078
175 1759180904.461112 0.05439615249633789
176 1759180904.5206294 0.05938243865966797
177 1759180904.5795999 0.058861494064331055
178 1759180904.6354434 0.0557403564453125
179 1759180904.6953917 0.05984616279602051
180 1759180904.7559197 0.0604245662689209
181 1759180904.823508 0.06748485565185547
182 1759180904.878964 0.05534934997558594
183 1759180904.946476 0.06742286682128906
184 1759180904.9993072 0.05274152755737305
185 1759180905.0636837 0.06428384780883789
186 1759180905.1339467 0.07012200355529785
187 1759180905.2007658 0.0667116641998291
188 1759180905.2916598 0.09079337120056152
189 1759180905.3532517 0.061492204666137695
190 1759180905.4345021 0.08115553855895996
191 1759180905.495196 0.0605931282043457
192 1759180905.5518897 0.05659747123718262
193 1759180905.6132765 0.0612790584564209
194 1759180905.6808734 0.06750679016113281
195 1759180905.740795 0.0598301887512207
196 1759180905.841313 0.1004176139831543
197 1759180905.9079783 0.06657099723815918
198 1759180905.9723265 0.06424808502197266
199 1759180906.0429845 0.07056879997253418
Total time: 14.146018505096436
Using Bao: True
python3 baoctl.py --train_mode retrain --dataset stats --repeat 0 --alpha 0.5 --train_query_file workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_5_2/value_distribution_5_2_plans --train_label_file workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_5_2/value_distribution_5_2_time.txt --save_folder workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_5_2 --predict_query_file workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_7_2/value_distribution_7_2.sql --predict_label_file workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_7_2/value_distribution_7_2_time.txt --contrastive --meta
0 1759180906.3610127 0.07182025909423828
1 1759180906.4168248 0.05574750900268555
2 1759180906.4732513 0.056362152099609375
3 1759180906.5285392 0.05524563789367676
4 1759180906.5941312 0.06554961204528809
5 1759180906.6543605 0.060089826583862305
6 1759180906.7108521 0.05638551712036133
7 1759180906.77472 0.06377458572387695
8 1759180906.8364189 0.061601877212524414
9 1759180906.900673 0.06415987014770508
10 1759180906.9597564 0.05898785591125488
11 1759180907.0134184 0.0535731315612793
12 1759180907.0691364 0.055594682693481445
13 1759180907.12859 0.05931568145751953
14 1759180907.1923697 0.06366920471191406
15 1759180907.2566605 0.06416535377502441
16 1759180907.3125331 0.05578494071960449
17 1759180907.3682926 0.055661678314208984
18 1759180907.4345846 0.06620383262634277
19 1759180907.5357385 0.10105347633361816
20 1759180907.5996518 0.06380987167358398
21 1759180907.6606832 0.060944557189941406
22 1759180907.7215981 0.060814857482910156
23 1759180907.7787895 0.05709052085876465
24 1759180907.834949 0.056069374084472656
25 1759180907.8912084 0.05617094039916992
26 1759180907.9499276 0.05862021446228027
27 1759180908.0463269 0.09629988670349121
28 1759180908.1082857 0.06186962127685547
29 1759180908.165845 0.05747079849243164
30 1759180908.2306728 0.06471991539001465
31 1759180908.2889657 0.05820012092590332
32 1759180908.3520327 0.06296443939208984
33 1759180908.4072948 0.05517315864562988
34 1759180908.4681025 0.060720205307006836
35 1759180908.533101 0.06487274169921875
36 1759180908.5922155 0.058960676193237305
37 1759180908.6517472 0.05944108963012695
38 1759180908.7154977 0.06365442276000977
39 1759180908.7852495 0.06966042518615723
40 1759180908.8457515 0.06040668487548828
41 1759180908.902589 0.05674457550048828
42 1759180908.964931 0.06225442886352539
43 1759180909.0242753 0.0592503547668457
44 1759180909.0939677 0.06960177421569824
45 1759180909.150988 0.05692172050476074
46 1759180909.2084546 0.05737781524658203
47 1759180909.2735343 0.06499218940734863
48 1759180909.3393688 0.06572842597961426
49 1759180909.4677494 0.12827491760253906
50 1759180909.5236251 0.055763959884643555
51 1759180909.5823991 0.05868411064147949
52 1759180909.6375482 0.055042266845703125
53 1759180909.7053046 0.06766676902770996
54 1759180909.7602983 0.05489850044250488
55 1759180909.8217454 0.061357736587524414
56 1759180909.8793917 0.057549476623535156
57 1759180909.9372728 0.05778622627258301
58 1759180909.9966974 0.059336185455322266
59 1759180910.0761113 0.07932543754577637
60 1759180910.13436 0.05812788009643555
61 1759180910.1965902 0.06214308738708496
62 1759180910.2512994 0.054609060287475586
63 1759180910.3138025 0.06241321563720703
64 1759180910.3665035 0.05260634422302246
65 1759180910.430567 0.06395864486694336
66 1759180910.490782 0.06012725830078125
67 1759180910.5484695 0.057587385177612305
68 1759180910.602878 0.054320335388183594
69 1759180910.6676989 0.06472063064575195
70 1759180910.7217095 0.053917646408081055
71 1759180910.789352 0.06754136085510254
72 1759180910.84977 0.06033015251159668
73 1759180910.9138136 0.06394147872924805
74 1759180910.9711254 0.05721783638000488
75 1759180911.0346704 0.06341052055358887
76 1759180911.1215765 0.08681821823120117
77 1759180911.1911242 0.06944704055786133
78 1759180911.2862618 0.09501767158508301
79 1759180911.3449838 0.05863022804260254
80 1759180911.4086974 0.06361126899719238
81 1759180911.4708924 0.06209850311279297
82 1759180911.5314445 0.060459136962890625
83 1759180911.5906036 0.059070587158203125
84 1759180911.6514738 0.0607757568359375
85 1759180911.705673 0.05408024787902832
86 1759180911.7650456 0.05927109718322754
87 1759180911.8323119 0.06716346740722656
88 1759180911.896638 0.0642237663269043
89 1759180912.01177 0.11503148078918457
90 1759180912.0760787 0.06421589851379395
91 1759180912.1398704 0.06368088722229004
92 1759180912.2006912 0.06072711944580078
93 1759180912.2732136 0.07243132591247559
94 1759180912.3338563 0.06054186820983887
95 1759180912.393825 0.059866905212402344
96 1759180912.4507253 0.05681109428405762
97 1759180912.5072963 0.056473493576049805
98 1759180912.571982 0.06459689140319824
99 1759180912.6333046 0.0612339973449707
100 1759180912.687508 0.05411505699157715
101 1759180912.7562006 0.06860208511352539
102 1759180912.8171136 0.06080365180969238
103 1759180912.8770185 0.0597841739654541
104 1759180912.9437556 0.06663894653320312
105 1759180913.0038505 0.059990644454956055
106 1759180913.0857534 0.0818026065826416
107 1759180913.1499622 0.06408262252807617
108 1759180913.7360055 0.5859456062316895
109 1759180913.8005128 0.06441950798034668
110 1759180913.8684027 0.06780123710632324
111 1759180913.9256105 0.057103633880615234
112 1759180913.986415 0.06070518493652344
113 1759180914.0496106 0.06310868263244629
114 1759180914.1104262 0.06071591377258301
115 1759180914.1662269 0.055676937103271484
116 1759180914.2249017 0.05858349800109863
117 1759180914.2858458 0.060845136642456055
118 1759180914.3329093 0.046955108642578125
119 1759180914.3898933 0.05689716339111328
120 1759180914.451386 0.06139969825744629
121 1759180914.5112603 0.05978751182556152
122 1759180914.6709468 0.1595914363861084
123 1759180914.7296607 0.05862712860107422
124 1759180914.7880433 0.05829429626464844
125 1759180914.848598 0.06045937538146973
126 1759180914.9085913 0.05990314483642578
127 1759180914.9665742 0.05788707733154297
128 1759180915.0285497 0.06188321113586426
129 1759180915.0898542 0.06120800971984863
130 1759180915.145319 0.05536699295043945
131 1759180915.212536 0.06712961196899414
132 1759180915.2769043 0.06428027153015137
133 1759180915.3448083 0.06780719757080078
134 1759180915.3989215 0.05402517318725586
135 1759180915.4575248 0.05850505828857422
136 1759180915.5164318 0.058809518814086914
137 1759180915.580828 0.06430912017822266
138 1759180915.6377652 0.05684041976928711
139 1759180915.691372 0.05350995063781738
140 1759180916.2886586 0.5971815586090088
141 1759180916.3484251 0.05967879295349121
142 1759180916.4106 0.06207537651062012
143 1759180916.468889 0.05819845199584961
144 1759180916.5316298 0.06263899803161621
145 1759180916.5866456 0.05491948127746582
146 1759180916.7161126 0.12936902046203613
147 1759180916.7781303 0.061872005462646484
148 1759180916.8586714 0.08040571212768555
149 1759180916.9153972 0.05663800239562988
150 1759180916.97793 0.062433719635009766
151 1759180917.0699162 0.09189510345458984
152 1759180917.1311393 0.061113595962524414
153 1759180917.1900735 0.0587918758392334
154 1759180917.2343407 0.0441431999206543
155 1759180917.292432 0.05800366401672363
156 1759180917.3513408 0.0588071346282959
157 1759180917.418353 0.06687688827514648
158 1759180917.4739845 0.05552220344543457
159 1759180917.535285 0.06119704246520996
160 1759180917.6202404 0.08486747741699219
161 1759180917.6759715 0.05563974380493164
162 1759180917.7363105 0.060236215591430664
163 1759180917.8070455 0.07063603401184082
164 1759180917.8646395 0.05749654769897461
165 1759180917.9320166 0.06728649139404297
166 1759180917.989187 0.057034969329833984
167 1759180918.0469737 0.0576932430267334
168 1759180918.1083255 0.0612637996673584
169 1759180918.165506 0.05709362030029297
170 1759180918.227444 0.061850547790527344
171 1759180918.2837915 0.056259870529174805
172 1759180918.355651 0.0717616081237793
173 1759180918.41555 0.05979156494140625
174 1759180918.4726276 0.05698442459106445
175 1759180918.530137 0.057410240173339844
176 1759180918.590198 0.059944868087768555
177 1759180918.651428 0.06113290786743164
178 1759180918.7082074 0.05665087699890137
179 1759180918.7707548 0.0624542236328125
180 1759180918.8304303 0.059575796127319336
181 1759180918.899553 0.06900691986083984
182 1759180918.9585454 0.05889296531677246
183 1759180919.0267107 0.06804847717285156
184 1759180919.0837224 0.056922197341918945
185 1759180919.1486049 0.06478142738342285
186 1759180919.2191164 0.07042145729064941
187 1759180919.2853575 0.06608343124389648
188 1759180919.367407 0.08194923400878906
189 1759180919.4267323 0.059203147888183594
190 1759180919.489792 0.06297135353088379
191 1759180919.5531807 0.06329917907714844
192 1759180919.611478 0.05818915367126465
193 1759180919.6754217 0.06385350227355957
194 1759180919.730814 0.05528140068054199
195 1759180919.787734 0.05683279037475586
196 1759180919.888396 0.1005561351776123
197 1759180919.9541674 0.06564855575561523
198 1759180920.0205653 0.0662984848022461
199 1759180920.0845854 0.06393265724182129
Total time: 13.775689840316772
Using Bao: True
python3 baoctl.py --train_mode retrain --dataset stats --repeat 0 --alpha 0.5 --train_query_file workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_3_2/value_distribution_3_2_plans --train_label_file workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_3_2/value_distribution_3_2_time.txt --save_folder workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_3_2 --predict_query_file workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_7_2/value_distribution_7_2.sql --predict_label_file workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_7_2/value_distribution_7_2_time.txt --contrastive --meta
0 1759180920.4040518 0.07193350791931152
1 1759180920.4583936 0.05429387092590332
2 1759180920.5135732 0.05486035346984863
3 1759180920.5699387 0.05626511573791504
4 1759180920.6358597 0.06583023071289062
5 1759180920.6960523 0.06009626388549805
6 1759180920.7522197 0.056078433990478516
7 1759180920.8212373 0.0689096450805664
8 1759180920.88397 0.06263446807861328
9 1759180920.949028 0.06496214866638184
10 1759180921.0074792 0.05835747718811035
11 1759180921.0617697 0.05419492721557617
12 1759180921.1185744 0.05670309066772461
13 1759180921.178535 0.059873342514038086
14 1759180921.2375488 0.0589144229888916
15 1759180921.3015206 0.06387019157409668
16 1759180921.3574595 0.05585122108459473
17 1759180921.4137702 0.056218862533569336
18 1759180921.4736915 0.0598292350769043
19 1759180921.570925 0.09714484214782715
20 1759180921.6345532 0.06354045867919922
21 1759180921.694505 0.05986380577087402
22 1759180921.7500942 0.05550074577331543
23 1759180921.8082595 0.058010101318359375
24 1759180921.8654587 0.057103872299194336
25 1759180921.9205596 0.05500149726867676
26 1759180921.9787285 0.058081626892089844
27 1759180922.069421 0.09060525894165039
28 1759180922.1375434 0.06802558898925781
29 1759180922.1954734 0.05783438682556152
30 1759180922.2613025 0.06574106216430664
31 1759180922.3199804 0.05858874320983887
32 1759180922.391496 0.0714259147644043
33 1759180922.4472954 0.055711984634399414
34 1759180922.5046906 0.057306528091430664
35 1759180922.5691688 0.06436944007873535
36 1759180922.6256528 0.05638909339904785
37 1759180922.684505 0.05875086784362793
38 1759180922.752914 0.06831908226013184
39 1759180922.823004 0.07000231742858887
40 1759180922.880703 0.05761098861694336
41 1759180922.9376664 0.05687570571899414
42 1759180923.0000575 0.06230354309082031
43 1759180923.056678 0.056467294692993164
44 1759180923.1207285 0.06396150588989258
45 1759180923.1823177 0.06149482727050781
46 1759180923.2396264 0.057210445404052734
47 1759180923.3023179 0.06259942054748535
48 1759180923.3606336 0.0582280158996582
49 1759180923.490627 0.12989115715026855
50 1759180923.5515196 0.06079673767089844
51 1759180923.609926 0.05831313133239746
52 1759180923.6713 0.06127285957336426
53 1759180923.7335472 0.062154293060302734
54 1759180923.7887535 0.05510210990905762
55 1759180923.8492997 0.06044507026672363
56 1759180923.9105253 0.06113791465759277
57 1759180923.9684248 0.05780959129333496
58 1759180924.029469 0.06094956398010254
59 1759180924.103307 0.07374906539916992
60 1759180924.1619732 0.058577775955200195
61 1759180924.2235427 0.06148171424865723
62 1759180924.2792058 0.055572509765625
63 1759180924.3452823 0.06598448753356934
64 1759180924.3995638 0.0541834831237793
65 1759180924.4591362 0.05947566032409668
66 1759180924.5245128 0.06523871421813965
67 1759180924.5853555 0.060743093490600586
68 1759180924.6434815 0.058016061782836914
69 1759180924.7024643 0.05888104438781738
70 1759180924.756756 0.054203033447265625
71 1759180924.8303006 0.07344627380371094
72 1759180924.8897007 0.059311628341674805
73 1759180924.9558876 0.06608772277832031
74 1759180925.012474 0.05649757385253906
75 1759180925.0767503 0.06418848037719727
76 1759180925.1629372 0.08608603477478027
77 1759180925.2345207 0.07148170471191406
78 1759180925.321621 0.08700394630432129
79 1759180925.3797383 0.058014631271362305
80 1759180925.4392998 0.05946922302246094
81 1759180925.4967744 0.05737423896789551
82 1759180925.5589957 0.06213235855102539
83 1759180925.6227512 0.06364607810974121
84 1759180925.6885571 0.06567597389221191
85 1759180925.7516117 0.06295061111450195
86 1759180925.822642 0.07093691825866699
87 1759180925.8931255 0.07039189338684082
88 1759180925.966858 0.0735924243927002
89 1759180926.0825987 0.11565160751342773
90 1759180926.1608791 0.07819175720214844
91 1759180926.2243338 0.06336736679077148
92 1759180926.2961829 0.0717618465423584
93 1759180926.3709369 0.07466554641723633
94 1759180926.4361167 0.06508898735046387
95 1759180926.4948676 0.05861926078796387
96 1759180926.55066 0.0556943416595459
97 1759180926.609956 0.05920886993408203
98 1759180926.6661687 0.05609917640686035
99 1759180926.7269034 0.06062602996826172
100 1759180926.7850895 0.058092594146728516
101 1759180926.85193 0.06670260429382324
102 1759180926.9123755 0.06035113334655762
103 1759180926.9672663 0.05479097366333008
104 1759180927.0247345 0.05737614631652832
105 1759180927.0867622 0.06193065643310547
106 1759180927.1692355 0.08237624168395996
107 1759180927.2378833 0.06855344772338867
108 1759180927.8301268 0.5921461582183838
109 1759180927.8964508 0.06619548797607422
110 1759180927.973571 0.07701969146728516
111 1759180928.0325103 0.05880856513977051
112 1759180928.0957017 0.06309080123901367
113 1759180928.159307 0.0635073184967041
114 1759180928.2204 0.06098508834838867
115 1759180928.2789507 0.058422088623046875
116 1759180928.3432438 0.06419658660888672
117 1759180928.4037662 0.060434818267822266
118 1759180928.4519823 0.048107147216796875
119 1759180928.5079327 0.05586385726928711
120 1759180928.569637 0.06161069869995117
121 1759180928.6289988 0.05925154685974121
122 1759180928.861387 0.23228859901428223
123 1759180928.9186306 0.05715632438659668
124 1759180928.9741194 0.05539751052856445
125 1759180929.0305061 0.05623197555541992
126 1759180929.0913482 0.06074976921081543
127 1759180929.1491747 0.057721853256225586
128 1759180929.211488 0.06221508979797363
129 1759180929.2704816 0.058905601501464844
130 1759180929.329877 0.05929708480834961
131 1759180929.3978205 0.067840576171875
132 1759180929.4535406 0.055628299713134766
133 1759180929.5204854 0.0668482780456543
134 1759180929.574642 0.05405783653259277
135 1759180929.633217 0.058474063873291016
136 1759180929.6888907 0.055574893951416016
137 1759180929.7498002 0.060811758041381836
138 1759180929.8120565 0.062157630920410156
139 1759180929.8670347 0.054831504821777344
140 1759180930.4684582 0.6013147830963135
141 1759180930.5282402 0.05969429016113281
142 1759180930.5883691 0.06001996994018555
143 1759180930.6424408 0.05396413803100586
144 1759180930.7085764 0.06603145599365234
145 1759180930.7694292 0.06073284149169922
146 1759180930.9004219 0.1308753490447998
147 1759180930.9629612 0.06241774559020996
148 1759180931.0377858 0.07471346855163574
149 1759180931.092981 0.055097341537475586
150 1759180931.1534274 0.060358285903930664
151 1759180931.2471278 0.09360313415527344
152 1759180931.303662 0.056413888931274414
153 1759180931.361443 0.0576932430267334
154 1759180931.4022818 0.04073977470397949
155 1759180931.4658551 0.06348133087158203
156 1759180931.5223615 0.05640721321105957
157 1759180931.5840266 0.06156277656555176
158 1759180931.6389666 0.05484604835510254
159 1759180931.7022915 0.06323719024658203
160 1759180931.7869828 0.08457541465759277
161 1759180931.8422961 0.05521512031555176
162 1759180931.916643 0.07425332069396973
163 1759180931.9862123 0.06948161125183105
164 1759180932.0473585 0.06103992462158203
165 1759180932.1045852 0.0571284294128418
166 1759180932.1625211 0.05783891677856445
167 1759180932.217299 0.054689645767211914
168 1759180932.2876463 0.07026076316833496
169 1759180932.3462486 0.05851387977600098
170 1759180932.4131823 0.0668339729309082
171 1759180932.4691856 0.05586743354797363
172 1759180932.5392492 0.06997179985046387
173 1759180932.5963757 0.05702638626098633
174 1759180932.6577137 0.06122708320617676
175 1759180932.7116868 0.0538783073425293
176 1759180932.7719653 0.060176849365234375
177 1759180932.8281262 0.056060791015625
178 1759180932.8840263 0.055757761001586914
179 1759180932.9463637 0.062249183654785156
180 1759180933.0063033 0.05984139442443848
181 1759180933.0732992 0.06690454483032227
182 1759180933.1291347 0.05573534965515137
183 1759180933.1972177 0.06796646118164062
184 1759180933.2587132 0.06139516830444336
185 1759180933.328418 0.06960773468017578
186 1759180933.3962374 0.0677177906036377
187 1759180933.4571302 0.06079530715942383
188 1759180933.5433826 0.08610248565673828
189 1759180933.604948 0.061464786529541016
190 1759180933.666706 0.061658620834350586
191 1759180933.7269099 0.06011605262756348
192 1759180933.7845113 0.057511091232299805
193 1759180933.841211 0.05659747123718262
194 1759180933.896088 0.05477786064147949
195 1759180933.9537385 0.057520151138305664
196 1759180934.0442388 0.09040331840515137
197 1759180934.1094856 0.06514239311218262
198 1759180934.1763725 0.06679320335388184
199 1759180934.2404659 0.06399345397949219
Total time: 13.888285160064697
Using Bao: True
python3 baoctl.py --train_mode retrain --dataset stats --repeat 0 --alpha 0.5 --train_query_file workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_2_2/value_distribution_2_2_plans --train_label_file workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_2_2/value_distribution_2_2_time.txt --save_folder workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_2_2 --predict_query_file workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_7_2/value_distribution_7_2.sql --predict_label_file workloads/stats/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_7_2/value_distribution_7_2_time.txt --contrastive --meta
0 1759180934.5400698 0.07002091407775879
1 1759180934.5973465 0.05722546577453613
2 1759180934.6531372 0.055689096450805664
3 1759180934.7091677 0.055838584899902344
4 1759180934.7757607 0.06650090217590332
5 1759180934.838805 0.06300544738769531
6 1759180934.8963535 0.05750870704650879
7 1759180934.9591246 0.0627295970916748
8 1759180935.022831 0.06363368034362793
9 1759180935.0876935 0.06482577323913574
10 1759180935.1461973 0.05846071243286133
11 1759180935.205542 0.0592501163482666
12 1759180935.2619133 0.05626988410949707
13 1759180935.3210883 0.05907487869262695
14 1759180935.3844743 0.06325769424438477
15 1759180935.4480689 0.0635538101196289
16 1759180935.5024168 0.054297685623168945
17 1759180935.5650828 0.06262755393981934
18 1759180935.6244829 0.05936145782470703
19 1759180935.7249231 0.10037946701049805
20 1759180935.7916994 0.06668567657470703
21 1759180935.8608153 0.06902337074279785
22 1759180935.9236836 0.0628211498260498
23 1759180935.9808266 0.05704498291015625
24 1759180936.039618 0.05874037742614746
25 1759180936.0949047 0.05518937110900879
26 1759180936.1647167 0.06971240043640137
27 1759180936.2704995 0.10570001602172852
28 1759180936.3383522 0.06781506538391113
29 1759180936.3982906 0.05989384651184082
30 1759180936.463244 0.06486940383911133
31 1759180936.5256183 0.06233644485473633
32 1759180936.5879571 0.062287092208862305
33 1759180936.6465225 0.05846261978149414
