comments c,posts p#c.PostId=p.Id#p.AnswerCount,>=,0,p.CreationDate,>=,1280767429#90161
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410558815,p.FavoriteCount,<=,10#30290
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280350503,p.PostTypeId,=,2#83145
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,3407#87668
comments c,posts p#c.PostId=p.Id#p.Score,=,0,p.ViewCount,>=,0#21330
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.FavoriteCount,=,0#2133
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410310243,p.PostTypeId,=,2#83262
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410174334,p.AnswerCount,>=,0#90057
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1409740229,p.CommentCount,<=,19#170078
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.CreationDate,<=,1409664056#133337
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1#67056
comments c,posts p#c.PostId=p.Id#p.AnswerCount,<=,6,p.CreationDate,>=,1282792905#89000
comments c,posts p#c.PostId=p.Id#p.Score,>=,-1,p.Score,<=,27#170982
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410297249,p.PostTypeId,=,2#83254
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,2025#84846
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,2,p.CreationDate,>=,1279614996#83346
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1281377319,p.PostTypeId,=,1#90196
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1281044807,p.ViewCount,=,169#142
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.PostTypeId,=,2#10475
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.AnswerCount,<=,3#86335
comments c,posts p#c.PostId=p.Id#p.CommentCount,>=,0,p.CommentCount,<=,12#163576
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1409296026,p.CommentCount,=,5#18191
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1288738725,p.PostTypeId,=,1#89016
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410224532,p.CreationDate,<=,1410287888#173336
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410646831#134868
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,2031#84877
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.AnswerCount,<=,8#90187
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410530300,p.Score,<=,106#173910
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279672008,p.ViewCount,<=,4486#88591
comments c,posts p#c.PostId=p.Id#p.CommentCount,>=,0,p.FavoriteCount,=,0#2133
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,<=,25197#66941
comments c,posts p#c.PostId=p.Id#p.AnswerCount,<=,4,p.CommentCount,<=,15#85926
comments c,posts p#c.PostId=p.Id#p.FavoriteCount,<=,51,p.CreationDate,<=,1409144372#31145
comments c,posts p#c.PostId=p.Id#p.Score,>=,-1,p.ViewCount,>=,0#90098
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,2#67822
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1233585964,p.Score,>=,-1#173178
comments c,posts p#c.PostId=p.Id#p.CreationDate,>=,1280663328,p.CreationDate,<=,1410191526#171894
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1409863454#133517
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.CommentCount,<=,17#89145
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,2031#84877
comments c,posts p#c.PostId=p.Id#p.CreationDate,>=,1280231802,p.CreationDate,<=,1410100360#172084
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,2,p.CreationDate,<=,1406722749#80383
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.CreationDate,<=,1410459074#134676
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.ViewCount,>=,0#90677
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280860601,p.PostTypeId,=,1#90319
comments c,posts p#c.PostId=p.Id#p.CommentCount,>=,0,p.FavoriteCount,<=,3#26041
comments c,posts p#c.PostId=p.Id#p.Score,>=,-1,p.CommentCount,<=,9#149860
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,2,p.CreationDate,<=,1407428791#80995
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.AnswerCount,=,0#29880
comments c,posts p#c.PostId=p.Id#p.CommentCount,<=,10,p.FavoriteCount,>=,0#27722
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.AnswerCount,<=,10#90326
comments c,posts p#c.PostId=p.Id#p.Score,=,2,p.AnswerCount,<=,4#14547
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.FavoriteCount,>=,0#22415
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.AnswerCount,<=,4#14086
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,<=,22#89537
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.AnswerCount,<=,7#14386
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.CreationDate,<=,1408961196#88619
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,1259#81489
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.CommentCount,>=,0#90677
comments c,posts p#c.PostId=p.Id#p.AnswerCount,>=,0,p.CommentCount,<=,7#69335
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279571847,p.CreationDate,>=,1279823627#173546
comments c,posts p#c.PostId=p.Id#p.FavoriteCount,>=,0,p.FavoriteCount,<=,16#30836
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.FavoriteCount,<=,16#30836
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,3907#88188
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.AnswerCount,<=,6#66519
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.CommentCount,=,5#10055
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410142136#133949
comments c,posts p#c.PostId=p.Id#p.CommentCount,>=,0,p.FavoriteCount,<=,5#28390
comments c,posts p#c.PostId=p.Id#c.Score,=,3,p.ViewCount,<=,1992#1864
comments c,posts p#c.PostId=p.Id#p.Score,>=,-1,p.ViewCount,=,181#163
comments c,posts p#c.PostId=p.Id#p.CommentCount,>=,0,p.FavoriteCount,>=,0#31599
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,=,1345309172#1
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.CreationDate,>=,1279816745#90404
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,2,p.Score,<=,37#82804
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1#67056
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,2#67822
comments c,posts p#c.PostId=p.Id#p.FavoriteCount,>=,0,p.FavoriteCount,<=,11#30422
comments c,posts p#c.PostId=p.Id#p.Score,=,0,p.FavoriteCount,=,0#415
comments c,posts p#c.PostId=p.Id#p.FavoriteCount,<=,4,p.CreationDate,>=,1282556924#27208
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.AnswerCount,<=,7#66664
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1282983453,c.CreationDate,<=,1409879767#170525
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.AnswerCount,>=,0#67056
comments c,posts p#c.PostId=p.Id#p.AnswerCount,=,2,p.CommentCount,<=,7#11794
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1#67056
comments c,posts p#c.PostId=p.Id#p.AnswerCount,>=,0,p.FavoriteCount,<=,4#27554
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,=,3#15787
comments c,posts p#c.PostId=p.Id#p.Score,>=,-3,p.AnswerCount,<=,6#89513
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1239522970,p.PostTypeId,=,1#90672
comments c,posts p#c.PostId=p.Id#p.CommentCount,=,1,p.CreationDate,<=,1410574187#15086
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.Score,=,1#4825
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280205759,p.AnswerCount,<=,4#88240
comments c,posts p#c.PostId=p.Id#p.CommentCount,>=,0,p.CommentCount,<=,14#167683
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280601920,c.CreationDate,<=,1410196021#172404
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.CommentCount,>=,0#134887
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0#67056
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279583805#134817
comments c,posts p#c.PostId=p.Id#p.CommentCount,<=,13,p.CreationDate,<=,1410290528#165273
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1#67056
comments c,posts p#c.PostId=p.Id#p.Score,<=,26,p.FavoriteCount,>=,0#30721
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1#67056
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.CommentCount,<=,17#89145
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.CreationDate,<=,1410193847#170834
comments c,posts p#c.PostId=p.Id#p.AnswerCount,>=,0,p.AnswerCount,<=,3#86335
comments c,posts p#c.PostId=p.Id#p.CommentCount,<=,16,p.FavoriteCount,<=,8#28924
comments c,posts p#c.PostId=p.Id#p.ViewCount,<=,1266,p.CreationDate,>=,1283960581#81007
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1#67056
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.AnswerCount,<=,5#66260
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.CreationDate,<=,1409063418#88724
comments c,posts p#c.PostId=p.Id#p.CommentCount,>=,0,p.CommentCount,<=,13#165877
comments c,posts p#c.PostId=p.Id#p.AnswerCount,<=,4,p.CreationDate,>=,1279569403#88318
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,2#67822
comments c,posts p#c.PostId=p.Id#p.AnswerCount,<=,3,p.CreationDate,>=,1280499857#86149
comments c,posts p#c.PostId=p.Id#p.AnswerCount,>=,0,p.AnswerCount,<=,5#89230
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1#67056
badges b,users u#b.UserId=u.Id#u.Reputation,<=,1588,u.CreationDate,<=,1410501770#69910
badges b,users u#b.UserId=u.Id#u.Reputation,<=,222,u.UpVotes,>=,0#54437
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.CreationDate,>=,1280196030#75856
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.CreationDate,>=,1282067360#72003
badges b,users u#b.UserId=u.Id#b.Date,>=,1280189623,u.Views,>=,0#79206
badges b,users u#b.UserId=u.Id#u.Views,>=,0,u.CreationDate,>=,1283470621#71092
badges b,users u#b.UserId=u.Id#b.Date,<=,1409218752,u.CreationDate,>=,1295638585#64672
badges b,users u#b.UserId=u.Id#u.Views,<=,29,u.DownVotes,<=,0#54175
badges b,users u#b.UserId=u.Id#u.Views,<=,137,u.UpVotes,<=,598#67525
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0,u.UpVotes,<=,14#55524
badges b,users u#b.UserId=u.Id#u.Views,<=,113,u.UpVotes,>=,0#66700
badges b,users u#b.UserId=u.Id#u.Reputation,=,1,u.UpVotes,>=,0#3470
badges b,users u#b.UserId=u.Id#b.Date,<=,1409938449,u.UpVotes,>=,0#79143
badges b,users u#b.UserId=u.Id#u.Reputation,<=,548,u.DownVotes,>=,0#63193
badges b,users u#b.UserId=u.Id#u.Views,<=,122,u.UpVotes,>=,0#66992
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0,u.DownVotes,<=,0#62294
badges b,users u#b.UserId=u.Id#b.Date,>=,1290946276,u.DownVotes,<=,0#60220
badges b,users u#b.UserId=u.Id#u.Views,<=,15,u.CreationDate,<=,1408606110#48070
badges b,users u#b.UserId=u.Id#u.DownVotes,<=,18,u.CreationDate,=,1280817651#2
badges b,users u#b.UserId=u.Id#u.Reputation,<=,276,u.CreationDate,>=,1280919139#55451
badges b,users u#b.UserId=u.Id#b.Date,>=,1284588695,u.UpVotes,>=,0#77899
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.Views,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.DownVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0,u.DownVotes,<=,12#73638
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.Reputation,<=,183#51915
badges b,users u#b.UserId=u.Id#u.Views,>=,0,u.Views,<=,1040#74927
badges b,users u#b.UserId=u.Id#b.Date,<=,1405163156,u.DownVotes,>=,0#73854
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.DownVotes,<=,0#62294
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0,u.CreationDate,<=,1408721098#79093
badges b,users u#b.UserId=u.Id#u.DownVotes,<=,0,u.UpVotes,>=,0#62294
badges b,users u#b.UserId=u.Id#b.Date,<=,1409703480,u.Views,<=,186#68170
badges b,users u#b.UserId=u.Id#u.Views,>=,0,u.UpVotes,<=,20#58148
badges b,users u#b.UserId=u.Id#u.Views,>=,0,u.CreationDate,=,1383304797#2
badges b,users u#b.UserId=u.Id#u.Reputation,<=,881,u.DownVotes,=,0#60801
badges b,users u#b.UserId=u.Id#b.Date,>=,1279568347,b.Date,<=,1410596450#79807
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0,u.UpVotes,<=,44#63291
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1279574237,u.CreationDate,<=,1408647363#77448
badges b,users u#b.UserId=u.Id#b.Date,<=,1410552700,u.UpVotes,>=,0#79784
badges b,users u#b.UserId=u.Id#u.Views,>=,0,u.Views,<=,13#47313
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#b.Date,>=,1279747993,u.CreationDate,<=,1405707615#76916
badges b,users u#b.UserId=u.Id#u.Reputation,<=,279,u.UpVotes,<=,68#56256
badges b,users u#b.UserId=u.Id#u.Views,<=,81,u.UpVotes,=,225#16
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0,u.CreationDate,>=,1279591902#77740
badges b,users u#b.UserId=u.Id#u.DownVotes,=,0,u.CreationDate,<=,1408802687#61560
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1279566719,u.CreationDate,<=,1410533572#79176
badges b,users u#b.UserId=u.Id#b.Date,>=,1288922853,u.Views,<=,48#58775
badges b,users u#b.UserId=u.Id#u.DownVotes,<=,2,u.CreationDate,<=,1407524313#66817
badges b,users u#b.UserId=u.Id#b.Date,<=,1408015547,u.UpVotes,<=,42#60560
badges b,users u#b.UserId=u.Id#u.Reputation,<=,191,u.UpVotes,>=,0#52608
badges b,users u#b.UserId=u.Id#b.Date,>=,1297108599,u.Reputation,>=,1#75195
badges b,users u#b.UserId=u.Id#u.Views,>=,0,u.Views,<=,15#48862
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Views,>=,0,u.Views,<=,23#53556
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0,u.DownVotes,<=,3#69247
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0,u.UpVotes,<=,61#65150
badges b,users u#b.UserId=u.Id#u.UpVotes,<=,5,u.CreationDate,<=,1407504946#45557
badges b,users u#b.UserId=u.Id#b.Date,=,1365596181,u.DownVotes,>=,0#1
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.Reputation,<=,2059#71066
badges b,users u#b.UserId=u.Id#b.Date,>=,1279568348,b.Date,<=,1409566575#78680
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0,u.UpVotes,<=,51#64199
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.Reputation,<=,1067#67784
badges b,users u#b.UserId=u.Id#u.Views,<=,24,u.DownVotes,<=,17#54030
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.Reputation,<=,1036#67661
badges b,users u#b.UserId=u.Id#u.Views,>=,0,u.Views,<=,75#64086
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.Reputation,<=,176#51369
badges b,users u#b.UserId=u.Id#b.Date,<=,1408554301,u.DownVotes,>=,0#77694
badges b,users u#b.UserId=u.Id#u.UpVotes,=,0,u.CreationDate,<=,1409244950#26564
badges b,users u#b.UserId=u.Id#u.Views,>=,0,u.Views,<=,363#72197
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0,u.DownVotes,<=,12#73638
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0,u.CreationDate,<=,1408932910#79158
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0,u.CreationDate,>=,1296251826#65739
badges b,users u#b.UserId=u.Id#b.Date,<=,1410398923,u.DownVotes,=,0#62052
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0,u.UpVotes,<=,4#45213
badges b,users u#b.UserId=u.Id#b.Date,>=,1281319161,u.DownVotes,=,0#61530
badges b,users u#b.UserId=u.Id#b.Date,>=,1280588082,u.CreationDate,<=,1409616371#78507
badges b,users u#b.UserId=u.Id#u.Reputation,<=,239,u.DownVotes,>=,0#55255
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.Views,<=,56#61574
badges b,users u#b.UserId=u.Id#u.DownVotes,<=,0,u.UpVotes,>=,0#62294
badges b,users u#b.UserId=u.Id#b.Date,>=,1279580647,u.Views,<=,122#66839
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1281599105,u.CreationDate,<=,1408935485#72399
badges b,users u#b.UserId=u.Id#b.Date,>=,1280199524,u.DownVotes,>=,0#79187
badges b,users u#b.UserId=u.Id#u.Reputation,<=,231,u.Views,<=,16#48373
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1279650165,u.CreationDate,<=,1406773744#75098
badges b,users u#b.UserId=u.Id#b.Date,<=,1410159292,u.Views,>=,0#79293
badges b,users u#b.UserId=u.Id#u.UpVotes,<=,107,u.CreationDate,<=,1410165312#68019
badges b,users u#b.UserId=u.Id#u.Views,>=,0,u.DownVotes,<=,2#68130
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.UpVotes,=,6#1740
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0,u.UpVotes,<=,49#63954
badges b,users u#b.UserId=u.Id#b.Date,>=,1280891429,b.Date,<=,1409684137#77757
badges b,users u#b.UserId=u.Id#b.Date,>=,1280309634,u.Reputation,<=,444#61193
badges b,users u#b.UserId=u.Id#b.Date,>=,1279759094,b.Date,<=,1410574140#79303
badges b,users u#b.UserId=u.Id#b.Date,<=,1410448693,u.Views,<=,19#51394
badges b,users u#b.UserId=u.Id#b.Date,<=,1410426343,u.Views,<=,32#56597
badges b,users u#b.UserId=u.Id#b.Date,>=,1280177922,u.UpVotes,<=,26#59590
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.CreationDate,>=,1297795187#64919
badges b,users u#b.UserId=u.Id#u.DownVotes,<=,1,u.CreationDate,>=,1289618309#60250
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1282329038,u.CreationDate,<=,1407383798#70392
badges b,users u#b.UserId=u.Id#u.Views,<=,514,u.UpVotes,>=,0#72981
badges b,users u#b.UserId=u.Id#u.Reputation,<=,441,u.Views,<=,32#56210
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1280176199,u.CreationDate,<=,1410162370#75902
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0,u.UpVotes,<=,642#74804
badges b,users u#b.UserId=u.Id#u.Views,>=,0,u.CreationDate,=,1358868688#2
badges b,users u#b.UserId=u.Id#b.Date,<=,1409103276,u.DownVotes,<=,6#70157
badges b,users u#b.UserId=u.Id#b.Date,<=,1409942268,u.UpVotes,<=,4#44694
badges b,users u#b.UserId=u.Id#b.Date,=,1393531035,u.Views,<=,67#1
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0,u.UpVotes,<=,149#69518
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.Reputation,<=,3101#72544
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0,u.UpVotes,<=,12#54418
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0,u.UpVotes,<=,3#42815
badges b,users u#b.UserId=u.Id#u.Views,<=,25,u.DownVotes,<=,11#54463
badges b,users u#b.UserId=u.Id#u.Views,=,10,u.CreationDate,<=,1409802329#1158
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.Reputation,<=,111#40195
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0,u.UpVotes,<=,109#68341
badges b,users u#b.UserId=u.Id#b.Date,<=,1410403928,u.CreationDate,=,1370039156#4
