badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#b.Date,<=,1410491987#79708
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Views,=,7#1936
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#u.DownVotes,<=,1#66192
badges b,users u#b.UserId=u.Id#b.Date,<=,1409802558#78986
badges b,users u#b.UserId=u.Id#u.UpVotes,=,0#26948
badges b,users u#b.UserId=u.Id#u.Views,<=,77#64315
badges b,users u#b.UserId=u.Id#u.DownVotes,<=,0#62294
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1293681172#67037
badges b,users u#b.UserId=u.Id#u.Reputation,=,1#3470
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#b.Date,=,1384960189#2
badges b,users u#b.UserId=u.Id#b.Date,<=,1410268166#79413
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1287911300#69388
badges b,users u#b.UserId=u.Id#b.Date,<=,1410162919#79296
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1281982635#72053
badges b,users u#b.UserId=u.Id#u.Views,<=,46#59991
badges b,users u#b.UserId=u.Id#u.Views,>=,0#79851
badges b,users u#b.UserId=u.Id#u.CreationDate,<=,1407772290#78598
badges b,users u#b.UserId=u.Id#b.Date,<=,1409648298#78781
badges b,users u#b.UserId=u.Id#b.Date,>=,1279682291#79429
badges b,users u#b.UserId=u.Id#b.Date,<=,1410650721#79847
badges b,users u#b.UserId=u.Id#u.Views,>=,0#79851
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.DownVotes,=,0#62294
badges b,users u#b.UserId=u.Id#u.Views,=,54#188
badges b,users u#b.UserId=u.Id#u.CreationDate,<=,1410377068#79753
badges b,users u#b.UserId=u.Id#u.UpVotes,=,0#26948
badges b,users u#b.UserId=u.Id#u.Views,>=,0#79851
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1289230404#68856
badges b,users u#b.UserId=u.Id#u.UpVotes,=,0#26948
badges b,users u#b.UserId=u.Id#u.UpVotes,=,0#26948
badges b,users u#b.UserId=u.Id#b.Date,>=,1288054900#77222
badges b,users u#b.UserId=u.Id#u.UpVotes,=,33#189
badges b,users u#b.UserId=u.Id#u.Views,<=,2342#77010
badges b,users u#b.UserId=u.Id#u.Reputation,=,101#6175
badges b,users u#b.UserId=u.Id#u.Reputation,<=,456#61873
badges b,users u#b.UserId=u.Id#u.UpVotes,=,0#26948
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#b.Date,=,1406855513#1
badges b,users u#b.UserId=u.Id#b.Date,<=,1409570844#78699
badges b,users u#b.UserId=u.Id#u.Reputation,<=,574#63642
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Views,<=,18#50895
badges b,users u#b.UserId=u.Id#u.Views,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Reputation,<=,183#51915
badges b,users u#b.UserId=u.Id#u.Reputation,<=,526#62946
badges b,users u#b.UserId=u.Id#b.Date,<=,1410024802#79206
badges b,users u#b.UserId=u.Id#b.Date,=,1382085334#1
badges b,users u#b.UserId=u.Id#b.Date,<=,1409928193#79118
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#u.Reputation,<=,293#57315
badges b,users u#b.UserId=u.Id#b.Date,<=,1408568084#77725
badges b,users u#b.UserId=u.Id#b.Date,<=,1410198772#79343
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.UpVotes,=,0#26948
badges b,users u#b.UserId=u.Id#b.Date,<=,1410554418#79786
badges b,users u#b.UserId=u.Id#u.Reputation,<=,326#58566
badges b,users u#b.UserId=u.Id#u.CreationDate,<=,1410622297#79844
badges b,users u#b.UserId=u.Id#u.Reputation,<=,1273#68755
badges b,users u#b.UserId=u.Id#u.DownVotes,<=,0#62294
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Reputation,<=,324#58489
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.UpVotes,=,0#26948
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.UpVotes,<=,49#63954
badges b,users u#b.UserId=u.Id#u.Reputation,<=,2555#72030
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#u.Views,<=,23#53556
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1294489444#66686
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1281561135#73113
badges b,users u#b.UserId=u.Id#b.Date,<=,1409985621#79180
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.UpVotes,=,0#26948
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1297777130#64923
badges b,users u#b.UserId=u.Id#u.Views,>=,0#79851
badges b,users u#b.UserId=u.Id#u.UpVotes,<=,109#68341
badges b,users u#b.UserId=u.Id#u.DownVotes,<=,3#69247
badges b,users u#b.UserId=u.Id#b.Date,>=,1279583347#79624
badges b,users u#b.UserId=u.Id#u.Reputation,<=,1097#67974
badges b,users u#b.UserId=u.Id#u.Views,=,0#11599
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1295055950#66415
badges b,users u#b.UserId=u.Id#u.Views,<=,28#55545
badges b,users u#b.UserId=u.Id#u.UpVotes,=,0#26948
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1280195879#75858
badges b,users u#b.UserId=u.Id#u.DownVotes,=,0#62294
badges b,users u#b.UserId=u.Id#u.CreationDate,<=,1407321222#78365
badges b,users u#b.UserId=u.Id#u.CreationDate,<=,1409639189#79479
badges b,users u#b.UserId=u.Id#u.Reputation,<=,294#57350
badges b,users u#b.UserId=u.Id#u.Views,=,2#5701
badges b,users u#b.UserId=u.Id#u.CreationDate,<=,1409652739#79484
badges b,users u#b.UserId=u.Id#u.Reputation,<=,198#53037
badges b,users u#b.UserId=u.Id#u.DownVotes,<=,0#62294
badges b,users u#b.UserId=u.Id#b.Date,=,1369356878#2
badges b,users u#b.UserId=u.Id#u.Reputation,=,101#6175
badges b,users u#b.UserId=u.Id#u.UpVotes,<=,115#68655
badges b,users u#b.UserId=u.Id#u.CreationDate,=,1279686071#11
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#u.Views,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Reputation,<=,756#65784
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.DownVotes,<=,3#69247
badges b,users u#b.UserId=u.Id#b.Date,>=,1280241524#79063
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.DownVotes,=,0#62294
badges b,users u#b.UserId=u.Id#u.Views,=,0#11599
badges b,users u#b.UserId=u.Id#b.Date,<=,1409069353#78179
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#u.Views,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Views,<=,5529#78315
badges b,users u#b.UserId=u.Id#b.Date,=,1375884985#3
badges b,users u#b.UserId=u.Id#u.Reputation,=,11#3112
badges b,users u#b.UserId=u.Id#b.Date,>=,1280361536#78942
badges b,users u#b.UserId=u.Id#u.Views,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Views,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Reputation,=,6#3769
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1288978163#68993
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#b.Date,>=,1280239124#79072
badges b,users u#b.UserId=u.Id#u.Reputation,<=,3000#72343
badges b,users u#b.UserId=u.Id#u.UpVotes,<=,43#63082
badges b,users u#b.UserId=u.Id#u.UpVotes,<=,10#52951
badges b,users u#b.UserId=u.Id#u.DownVotes,=,0#62294
badges b,users u#b.UserId=u.Id#u.CreationDate,<=,1407932422#78678
badges b,users u#b.UserId=u.Id#b.Date,<=,1410484054#79701
badges b,users u#b.UserId=u.Id#u.CreationDate,=,1306723465#1
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Reputation,=,28#536
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Views,<=,20#52153
badges b,users u#b.UserId=u.Id#b.Date,>=,1279624750#79507
badges b,users u#b.UserId=u.Id#u.DownVotes,<=,0#62294
badges b,users u#b.UserId=u.Id#u.Reputation,<=,276#56729
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1293849664#66982
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#b.Date,>=,1284004056#78010
badges b,users u#b.UserId=u.Id#u.Views,=,0#11599
badges b,users u#b.UserId=u.Id#u.CreationDate,=,1401208989#1
badges b,users u#b.UserId=u.Id#u.DownVotes,<=,0#62294
badges b,users u#b.UserId=u.Id#b.Date,=,1281004894#1
badges b,users u#b.UserId=u.Id#u.Views,<=,190#69287
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Views,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Reputation,<=,186#52265
badges b,users u#b.UserId=u.Id#u.CreationDate,<=,1409169053#79299
badges b,users u#b.UserId=u.Id#u.CreationDate,<=,1409755995#79540
badges b,users u#b.UserId=u.Id#b.Date,<=,1409345936#78539
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#u.Views,<=,20932#79851
badges b,users u#b.UserId=u.Id#b.Date,<=,1409796517#78978
badges b,users u#b.UserId=u.Id#u.Views,<=,40#58800
badges b,users u#b.UserId=u.Id#u.Views,>=,0#79851
badges b,users u#b.UserId=u.Id#b.Date,>=,1279636752#79481
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.CreationDate,<=,1410592369#79842
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Views,<=,27#55188
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Views,<=,29#55873
badges b,users u#b.UserId=u.Id#b.Date,>=,1280022514#79283
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1281313466#73382
badges b,users u#b.UserId=u.Id#u.Views,<=,124#67155
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Reputation,<=,158#49514
badges b,users u#b.UserId=u.Id#u.Views,<=,55#61388
badges b,users u#b.UserId=u.Id#b.Date,>=,1279612148#79539
badges b,users u#b.UserId=u.Id#b.Date,>=,1283184792#78186
badges b,users u#b.UserId=u.Id#u.UpVotes,=,0#26948
badges b,users u#b.UserId=u.Id#b.Date,=,1323727425#3
badges b,users u#b.UserId=u.Id#b.Date,<=,1410192389#79331
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1287719310#69478
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1280912252#74091
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1288996503#68968
badges b,users u#b.UserId=u.Id#u.CreationDate,<=,1409773218#79552
badges b,users u#b.UserId=u.Id#b.Date,=,1374722914#1
badges b,users u#b.UserId=u.Id#u.CreationDate,<=,1410395417#79766
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#u.Reputation,<=,3091#72502
badges b,users u#b.UserId=u.Id#u.CreationDate,<=,1410195732#79696
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#u.DownVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.Views,>=,0#79851
badges b,users u#b.UserId=u.Id#u.DownVotes,=,0#62294
badges b,users u#b.UserId=u.Id#b.Date,<=,1410377794#79547
badges b,users u#b.UserId=u.Id#b.Date,<=,1410547899#79775
badges b,users u#b.UserId=u.Id#u.DownVotes,<=,1#66192
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
badges b,users u#b.UserId=u.Id#u.Views,=,0#11599
badges b,users u#b.UserId=u.Id#u.UpVotes,>=,0#79851
badges b,users u#b.UserId=u.Id#u.CreationDate,<=,1410622297#79844
badges b,users u#b.UserId=u.Id#u.CreationDate,>=,1279604377#77417
badges b,users u#b.UserId=u.Id#u.Reputation,<=,173#51059
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1#79851
posts p,users u#p.OwnerUserId=u.Id#p.ViewCount,<=,1914#39832
posts p,users u#p.OwnerUserId=u.Id#p.PostTypeId,=,1#42188
posts p,users u#p.OwnerUserId=u.Id#p.CommentCount,=,2#12527
posts p,users u#p.OwnerUserId=u.Id#u.Reputation,=,101#580
posts p,users u#p.OwnerUserId=u.Id#p.CommentCount,=,0#38051
posts p,users u#p.OwnerUserId=u.Id#p.PostTypeId,=,2#47100
posts p,users u#p.OwnerUserId=u.Id#p.PostTypeId,=,2#47100
posts p,users u#p.OwnerUserId=u.Id#p.Score,>=,-2#90429
posts p,users u#p.OwnerUserId=u.Id#p.ViewCount,>=,0#42188
posts p,users u#p.OwnerUserId=u.Id#u.DownVotes,>=,0#90584
posts p,users u#p.OwnerUserId=u.Id#u.CreationDate,<=,1408393706#89783
posts p,users u#p.OwnerUserId=u.Id#u.UpVotes,=,0#22186
posts p,users u#p.OwnerUserId=u.Id#p.CommentCount,<=,15#90319
posts p,users u#p.OwnerUserId=u.Id#p.CreationDate,<=,1409946463#89770
posts p,users u#p.OwnerUserId=u.Id#p.PostTypeId,=,1#42188
posts p,users u#p.OwnerUserId=u.Id#p.CreationDate,=,1339092936#1
posts p,users u#p.OwnerUserId=u.Id#p.CreationDate,<=,1408778820#88431
posts p,users u#p.OwnerUserId=u.Id#u.Reputation,<=,366#44477
posts p,users u#p.OwnerUserId=u.Id#p.CreationDate,<=,1410319823#90167
posts p,users u#p.OwnerUserId=u.Id#p.PostTypeId,=,2#47100
comments c,postLinks pl#c.PostId=pl.PostId#c.Score,=,0#24726
comments c,postLinks pl#c.PostId=pl.PostId#pl.CreationDate,=,1403555325#6
comments c,postLinks pl#c.PostId=pl.PostId#c.Score,=,1#6281
comments c,postLinks pl#c.PostId=pl.PostId#pl.LinkTypeId,=,3#2255
comments c,postLinks pl#c.PostId=pl.PostId#pl.LinkTypeId,=,1#33040
comments c,postLinks pl#c.PostId=pl.PostId#pl.CreationDate,>=,1309241841#33347
comments c,postLinks pl#c.PostId=pl.PostId#c.CreationDate,<=,1410364779#35193
comments c,postLinks pl#c.PostId=pl.PostId#pl.CreationDate,>=,1301481678#34067
comments c,postLinks pl#c.PostId=pl.PostId#pl.LinkTypeId,=,1#33040
comments c,postLinks pl#c.PostId=pl.PostId#c.Score,=,0#24726
comments c,postLinks pl#c.PostId=pl.PostId#pl.CreationDate,<=,1409324577#34747
comments c,postLinks pl#c.PostId=pl.PostId#pl.LinkTypeId,=,1#33040
comments c,postLinks pl#c.PostId=pl.PostId#pl.LinkTypeId,=,3#2255
comments c,postLinks pl#c.PostId=pl.PostId#c.Score,=,0#24726
comments c,postLinks pl#c.PostId=pl.PostId#c.Score,=,0#24726
comments c,postLinks pl#c.PostId=pl.PostId#c.Score,=,0#24726
comments c,postLinks pl#c.PostId=pl.PostId#pl.LinkTypeId,=,3#2255
comments c,postLinks pl#c.PostId=pl.PostId#pl.CreationDate,>=,1294069189#34655
comments c,postLinks pl#c.PostId=pl.PostId#pl.CreationDate,>=,1324397438#31549
comments c,postLinks pl#c.PostId=pl.PostId#pl.LinkTypeId,=,1#33040
comments c,postLinks pl#c.PostId=pl.PostId#pl.LinkTypeId,=,1#33040
comments c,postLinks pl#c.PostId=pl.PostId#pl.CreationDate,>=,1281983252#35210
comments c,postLinks pl#c.PostId=pl.PostId#pl.CreationDate,<=,1406295464#33084
comments c,postLinks pl#c.PostId=pl.PostId#c.CreationDate,>=,1280147456#35221
comments c,postLinks pl#c.PostId=pl.PostId#c.Score,=,0#24726
comments c,postLinks pl#c.PostId=pl.PostId#pl.LinkTypeId,=,1#33040
comments c,postLinks pl#c.PostId=pl.PostId#pl.LinkTypeId,=,3#2255
comments c,postLinks pl#c.PostId=pl.PostId#c.Score,=,0#24726
comments c,postLinks pl#c.PostId=pl.PostId#pl.LinkTypeId,=,1#33040
comments c,postLinks pl#c.PostId=pl.PostId#c.CreationDate,>=,1279799984#35252
comments c,postLinks pl#c.PostId=pl.PostId#c.Score,=,0#24726
comments c,postLinks pl#c.PostId=pl.PostId#c.Score,=,6#112
comments c,postLinks pl#c.PostId=pl.PostId#c.CreationDate,<=,1410641671#35292
comments c,postLinks pl#c.PostId=pl.PostId#c.CreationDate,<=,1410647616#35295
comments c,postLinks pl#c.PostId=pl.PostId#pl.CreationDate,>=,1305076529#33707
comments c,postLinks pl#c.PostId=pl.PostId#pl.CreationDate,>=,1302778513#33956
comments c,postLinks pl#c.PostId=pl.PostId#c.Score,=,0#24726
comments c,postLinks pl#c.PostId=pl.PostId#pl.LinkTypeId,=,1#33040
comments c,postLinks pl#c.PostId=pl.PostId#pl.LinkTypeId,=,1#33040
comments c,postLinks pl#c.PostId=pl.PostId#c.Score,=,0#24726
comments c,postLinks pl#c.PostId=pl.PostId#pl.LinkTypeId,=,1#33040
comments c,postLinks pl#c.PostId=pl.PostId#c.Score,=,2#2312
comments c,postLinks pl#c.PostId=pl.PostId#c.CreationDate,>=,1279719669#35261
