comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.ViewCount,<=,21916,p.FavoriteCount,<=,8#21437
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.AnswerCount,=,2,p.CommentCount,>=,0,p.FavoriteCount,>=,0#7785
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,<=,18,p.FavoriteCount,>=,0,p.CreationDate,>=,1283847680#21096
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410458596,p.FavoriteCount,>=,0,p.FavoriteCount,<=,29,p.CreationDate,<=,1410505451#31217
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280785023,p.Score,>=,-2,p.Score,<=,18,p.AnswerCount,=,0#29875
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,>=,1280070539,p.CommentCount,>=,0,p.CommentCount,<=,8#20977
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1282729617,c.CreationDate,<=,1410316443,p.FavoriteCount,>=,0,p.CreationDate,<=,1410060098#30884
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.ViewCount,<=,3005,p.CommentCount,<=,13#61754
comments c,posts p#c.PostId=p.Id#c.Score,=,4,p.ViewCount,>=,0,p.ViewCount,<=,2486,p.AnswerCount,>=,0#732
comments c,posts p#c.PostId=p.Id#p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,15,p.FavoriteCount,>=,0#30346
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410499988,p.AnswerCount,>=,0,p.AnswerCount,<=,24#66898
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410302073,p.Score,>=,-2,p.Score,<=,7,p.CreationDate,>=,1279947293#152823
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.Score,<=,23,p.AnswerCount,<=,19,p.FavoriteCount,>=,0#30368
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,<=,11149,p.FavoriteCount,>=,0,p.FavoriteCount,<=,11#21667
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410389195,p.CommentCount,<=,14,p.CreationDate,<=,1409749255#128177
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279648523,p.AnswerCount,<=,4,p.FavoriteCount,=,2#4110
comments c,posts p#c.PostId=p.Id#c.CreationDate,=,1356403100,p.PostTypeId,=,1,p.AnswerCount,<=,4,p.CommentCount,>=,0#1
comments c,posts p#c.PostId=p.Id#p.FavoriteCount,>=,0,p.FavoriteCount,<=,18,p.CreationDate,>=,1279903010,p.CreationDate,<=,1410533572#30783
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,9,p.CreationDate,<=,1409298826#77365
comments c,posts p#c.PostId=p.Id#p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,8,p.CreationDate,<=,1409340460#29595
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,2,p.Score,>=,-2,p.CommentCount,<=,15,p.CreationDate,<=,1410231277#80396
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.CommentCount,>=,0#66260
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410508753,p.PostTypeId,=,2,p.Score,>=,0,p.Score,<=,15#78589
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410507843,p.Score,>=,-2,p.Score,<=,8,p.CommentCount,<=,12#148337
comments c,posts p#c.PostId=p.Id#c.CreationDate,=,1378247383,p.ViewCount,<=,3750,p.CommentCount,>=,0,p.CommentCount,<=,12#1
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1286218836,p.PostTypeId,=,1,p.AnswerCount,=,1,p.CreationDate,>=,1279628912#34813
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,-4,p.Score,<=,20,p.CreationDate,<=,1409834505#131776
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.FavoriteCount,=,2,p.CreationDate,>=,1279630375,p.CreationDate,<=,1408004927#5869
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.FavoriteCount,>=,0,p.CreationDate,>=,1282761435,p.CreationDate,<=,1410340825#30751
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.CommentCount,<=,13,p.FavoriteCount,<=,9#20300
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,>=,1282163993,p.CommentCount,>=,0,p.CommentCount,<=,16#24270
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,<=,3110,p.AnswerCount,>=,0,p.FavoriteCount,>=,0#20670
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,<=,14,p.AnswerCount,>=,0,p.AnswerCount,<=,3#63685
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,2,p.CreationDate,>=,1279626542,p.CreationDate,<=,1410355540#67458
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.FavoriteCount,<=,4,p.CreationDate,<=,1410597274#20008
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1278848008,c.CreationDate,<=,1410193111,p.ViewCount,>=,0,p.AnswerCount,>=,0#90071
comments c,posts p#c.PostId=p.Id#p.Score,>=,-7,p.Score,<=,18,p.ViewCount,>=,0,p.ViewCount,<=,4636#87698
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,<=,7841,p.FavoriteCount,<=,4,p.CreationDate,>=,1279568698#19832
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280049325,p.PostTypeId,=,2,p.CreationDate,>=,1281507903,p.CreationDate,<=,1410625800#82067
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410475864,p.ViewCount,>=,0,p.ViewCount,<=,1314,p.FavoriteCount,>=,0#24845
comments c,posts p#c.PostId=p.Id#p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.FavoriteCount,>=,0,p.FavoriteCount,<=,7#28314
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1409849370,p.PostTypeId,=,1,p.Score,>=,0,p.FavoriteCount,>=,0#31280
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.AnswerCount,<=,3,p.CommentCount,<=,13#61298
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.AnswerCount,<=,7,p.FavoriteCount,=,0#1563
comments c,posts p#c.PostId=p.Id#p.Score,>=,-1,p.AnswerCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,6#28926
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1280259289,p.ViewCount,<=,3961,p.AnswerCount,=,1#25641
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.ViewCount,>=,0,p.AnswerCount,<=,5,p.FavoriteCount,>=,0#30056
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410101603,p.ViewCount,<=,10881,p.CommentCount,<=,14,p.FavoriteCount,=,0#2006
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279642415,p.ViewCount,>=,0,p.FavoriteCount,<=,4#19991
comments c,posts p#c.PostId=p.Id#p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,=,2,p.FavoriteCount,=,0#236
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.AnswerCount,<=,3,p.CommentCount,>=,0,p.CreationDate,=,1344851655#2
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279648844,p.AnswerCount,>=,0,p.AnswerCount,<=,12,p.CommentCount,>=,0#90374
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,-2,p.Score,<=,20,p.FavoriteCount,>=,0#21699
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,2,p.Score,>=,-7,p.CreationDate,<=,1410483190#67752
comments c,posts p#c.PostId=p.Id#p.AnswerCount,>=,0,p.CommentCount,<=,17,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5#27791
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280242357,p.ViewCount,>=,0,p.ViewCount,<=,4932,p.CommentCount,<=,10#80049
comments c,posts p#c.PostId=p.Id#c.Score,=,4,c.CreationDate,<=,1409499838,p.Score,>=,0,p.CommentCount,<=,12#1161
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.CreationDate,>=,1281521364,p.CreationDate,<=,1409520519#65547
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.AnswerCount,=,0,p.FavoriteCount,<=,11#3824
comments c,posts p#c.PostId=p.Id#c.Score,=,2,c.CreationDate,>=,1280222079,c.CreationDate,<=,1410423631,p.FavoriteCount,<=,11#1888
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.AnswerCount,<=,4,p.CommentCount,>=,0#65716
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410638766,p.Score,<=,47,p.FavoriteCount,<=,7,p.CreationDate,>=,1279822568#29344
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1281090978,c.CreationDate,<=,1410511142,p.AnswerCount,>=,0,p.FavoriteCount,<=,6#28780
comments c,posts p#c.PostId=p.Id#c.CreationDate,=,1307842769,p.Score,>=,-1,p.AnswerCount,=,1,p.CreationDate,>=,1285834091#1
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1239522824,c.CreationDate,<=,1410530202,p.PostTypeId,=,1,p.ViewCount,>=,0#90552
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.ViewCount,<=,3878,p.AnswerCount,<=,7#65369
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.Score,>=,-3,p.Score,<=,42,p.FavoriteCount,<=,3#4315
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.ViewCount,<=,17062,p.AnswerCount,>=,0,p.CreationDate,>=,1279652930#88697
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.ViewCount,>=,0,p.ViewCount,<=,2514,p.CommentCount,>=,0#86264
comments c,posts p#c.PostId=p.Id#p.ViewCount,<=,5672,p.CommentCount,>=,0,p.CreationDate,>=,1282806298,p.CreationDate,<=,1409931864#87681
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,2,p.Score,=,0,p.CommentCount,>=,0,p.CommentCount,<=,8#7062
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.CommentCount,<=,13,p.FavoriteCount,>=,0#21012
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.PostTypeId,=,1,p.Score,=,0,p.CreationDate,>=,1279614532#3075
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.CommentCount,<=,9,p.FavoriteCount,<=,7#17599
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,<=,18#30958
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.ViewCount,>=,0,p.CommentCount,>=,0#67056
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.ViewCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,7#4916
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,<=,36,p.CommentCount,>=,0,p.CommentCount,<=,10#119981
comments c,posts p#c.PostId=p.Id#p.AnswerCount,>=,0,p.AnswerCount,<=,6,p.CommentCount,>=,0,p.FavoriteCount,>=,0#30605
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.FavoriteCount,<=,20,p.CreationDate,>=,1280325198,p.CreationDate,<=,1410198460#30652
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.ViewCount,>=,0,p.AnswerCount,<=,3,p.CommentCount,>=,0#86335
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.Score,<=,14,p.AnswerCount,=,10,p.CreationDate,<=,1410345266#32
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410468934,p.CreationDate,>=,1290554984,p.CreationDate,<=,1410286490#128630
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.ViewCount,>=,0,p.ViewCount,<=,19094,p.AnswerCount,>=,0#14456
comments c,posts p#c.PostId=p.Id#c.Score,=,3,p.PostTypeId,=,1,p.ViewCount,<=,7527,p.CreationDate,<=,1409673691#2034
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280193433,c.CreationDate,<=,1410471393,p.AnswerCount,<=,4,p.FavoriteCount,>=,0#29297
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279575612,c.CreationDate,<=,1410536586,p.CommentCount,<=,11#123397
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1233609046,p.Score,<=,17,p.ViewCount,<=,3716,p.AnswerCount,<=,6#86753
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1409919893,p.Score,>=,-1,p.Score,<=,27,p.AnswerCount,>=,0#88438
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280205759,c.CreationDate,<=,1410195550,p.PostTypeId,=,2,p.Score,>=,-2#82573
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.CommentCount,<=,20,p.FavoriteCount,<=,36,p.CreationDate,<=,1410595371#22058
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.ViewCount,>=,0,p.ViewCount,<=,16604,p.FavoriteCount,>=,0#31196
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410603650,p.CommentCount,>=,0,p.CommentCount,<=,11,p.FavoriteCount,<=,5#25939
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,12,p.CreationDate,>=,1279613611#30410
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1278849154,p.ViewCount,<=,4254,p.CommentCount,<=,10,p.CreationDate,>=,1283548573#79120
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,<=,1410086366,p.AnswerCount,=,0,p.CreationDate,=,1380644682#1
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.CommentCount,<=,17,p.CreationDate,>=,1281423777,p.CreationDate,<=,1410309479#130374
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,<=,122,p.AnswerCount,>=,0,p.AnswerCount,<=,14#90531
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1282205056,p.Score,<=,51,p.ViewCount,<=,7974,p.FavoriteCount,<=,3#25644
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1409526866,p.PostTypeId,=,1,p.AnswerCount,<=,3,p.FavoriteCount,<=,16#27606
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,<=,84,p.ViewCount,<=,4277,p.CommentCount,<=,17#64577
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410462275,p.FavoriteCount,<=,13,p.CreationDate,>=,1283398350,p.CreationDate,<=,1410457532#29912
comments c,posts p#c.PostId=p.Id#p.ViewCount,=,35,p.CommentCount,>=,0,p.CommentCount,<=,12,p.CreationDate,>=,1279635581#373
comments c,posts p#c.PostId=p.Id#p.Score,<=,20,p.ViewCount,>=,0,p.ViewCount,<=,4148,p.CommentCount,>=,0#87677
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410355027,p.ViewCount,<=,779,p.CommentCount,<=,15,p.FavoriteCount,>=,0#20616
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.CommentCount,>=,0,p.CreationDate,<=,1410180503#66648
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279818684,p.Score,<=,26,p.CreationDate,>=,1279727024,p.CreationDate,<=,1409222059#168656
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,7315,p.AnswerCount,>=,0,p.AnswerCount,<=,6#88914
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,>=,1280845087,p.AnswerCount,>=,0,p.AnswerCount,<=,3#13736
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.CommentCount,>=,0,p.FavoriteCount,<=,18,p.CreationDate,>=,1239521205#30952
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,<=,13,p.CommentCount,>=,0,p.CommentCount,<=,17#128109
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,<=,11083,p.CommentCount,>=,0,p.FavoriteCount,<=,5#20499
comments c,posts p#c.PostId=p.Id#p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,11,p.CreationDate,<=,1410009963#30316
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.ViewCount,<=,7024,p.AnswerCount,<=,4,p.FavoriteCount,<=,54#28767
comments c,posts p#c.PostId=p.Id#p.Score,<=,12,p.ViewCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,>=,0#28285
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.FavoriteCount,=,0,p.CreationDate,>=,1233584671,p.CreationDate,<=,1409558777#2096
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,14326,p.AnswerCount,>=,0,p.CommentCount,>=,0#90173
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,<=,1408853875,p.AnswerCount,>=,0,p.CommentCount,<=,8#12044
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,2911,p.CommentCount,>=,0,p.FavoriteCount,<=,28#28400
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.CommentCount,=,1,p.FavoriteCount,>=,0,p.CreationDate,>=,1281483385#1179
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1280416626,c.CreationDate,<=,1409842965,p.ViewCount,<=,10876#65771
comments c,posts p#c.PostId=p.Id#c.Score,=,2,p.Score,<=,15,p.CommentCount,>=,0,p.CreationDate,>=,1279601660#7773
comments c,posts p#c.PostId=p.Id#c.Score,=,2,p.AnswerCount,>=,0,p.AnswerCount,<=,2,p.FavoriteCount,<=,5#1356
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,5#66260
comments c,posts p#c.PostId=p.Id#p.Score,>=,-2,p.CommentCount,>=,0,p.CreationDate,>=,1280257853,p.CreationDate,<=,1409862282#171116
comments c,posts p#c.PostId=p.Id#p.Score,<=,14,p.ViewCount,>=,0,p.AnswerCount,<=,6,p.CreationDate,>=,1281748173#87354
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410196452,p.CommentCount,>=,0,p.CreationDate,>=,1279612566,p.CreationDate,<=,1410423483#172844
comments c,posts p#c.PostId=p.Id#p.CommentCount,>=,0,p.CommentCount,<=,11,p.FavoriteCount,<=,6,p.CreationDate,>=,1279619106#26405
comments c,posts p#c.PostId=p.Id#p.AnswerCount,>=,0,p.AnswerCount,<=,7,p.CommentCount,<=,23,p.FavoriteCount,<=,6#28700
comments c,posts p#c.PostId=p.Id#p.AnswerCount,>=,0,p.AnswerCount,<=,8,p.CommentCount,>=,0,p.CreationDate,>=,1280838009#89773
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.CreationDate,<=,1409831795#66370
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410047420,p.CommentCount,>=,0,p.CommentCount,<=,12,p.FavoriteCount,<=,25#28817
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410365252,p.Score,>=,-2,p.Score,<=,16,p.FavoriteCount,>=,0#29455
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,>=,1279641772,c.CreationDate,<=,1410513198,p.PostTypeId,=,1#14505
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CreationDate,>=,1279569771#90583
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,-3,p.Score,<=,25,p.AnswerCount,>=,0#66513
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280247117,c.CreationDate,<=,1409944475,p.ViewCount,<=,13725,p.AnswerCount,<=,5#88057
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,2,p.Score,<=,31,p.CommentCount,>=,0,p.CommentCount,<=,16#80664
comments c,posts p#c.PostId=p.Id#p.AnswerCount,=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,7,p.CreationDate,>=,1280411467#4981
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1285356268,c.CreationDate,<=,1410355675,p.CreationDate,<=,1408571214#129124
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,11,p.CreationDate,<=,1410074918#30319
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279881422,c.CreationDate,<=,1410315450,p.FavoriteCount,<=,11,p.CreationDate,<=,1409853146#30225
comments c,posts p#c.PostId=p.Id#p.Score,>=,-1,p.ViewCount,<=,6358,p.FavoriteCount,>=,0,p.FavoriteCount,<=,12#29692
comments c,posts p#c.PostId=p.Id#p.ViewCount,<=,41111,p.AnswerCount,>=,0,p.AnswerCount,<=,136,p.FavoriteCount,>=,0#31536
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279576487,c.CreationDate,<=,1409778375,p.CommentCount,<=,16,p.FavoriteCount,<=,7#28438
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,4282,p.CreationDate,>=,1280977596,p.CreationDate,<=,1410352469#87814
comments c,posts p#c.PostId=p.Id#p.CommentCount,>=,0,p.CommentCount,<=,9,p.FavoriteCount,>=,0,p.FavoriteCount,<=,6#24297
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279571423,c.CreationDate,<=,1410383945,p.AnswerCount,>=,0,p.FavoriteCount,>=,0#31530
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279698968,c.CreationDate,<=,1410623709,p.PostTypeId,=,2,p.CommentCount,>=,0#83390
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279630177,c.CreationDate,<=,1410569220,p.PostTypeId,=,1,p.AnswerCount,>=,0#90543
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410415402,p.PostTypeId,=,2,p.Score,>=,0#66847
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279723653,c.CreationDate,<=,1410154439,p.AnswerCount,<=,5,p.CreationDate,=,1403817316#3
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1283473361,c.CreationDate,<=,1409817240,p.Score,=,4,p.ViewCount,>=,0#6175
comments c,posts p#c.PostId=p.Id#c.CreationDate,=,1327317045,p.PostTypeId,=,1,p.AnswerCount,<=,15,p.CreationDate,>=,1279865830#1
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279627417,p.Score,>=,0,p.ViewCount,<=,18140,p.CreationDate,<=,1410660208#88827
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1409521016,p.PostTypeId,=,1,p.Score,>=,-1,p.CreationDate,>=,1287505984#86823
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1233586032,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.CommentCount,>=,0#90677
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,2,p.Score,>=,-1,p.Score,<=,42#67179
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.AnswerCount,<=,4,p.CommentCount,=,4,p.CreationDate,<=,1409579906#11896
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1281201937,p.ViewCount,>=,0,p.AnswerCount,<=,9,p.FavoriteCount,>=,0#30863
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,<=,19,p.ViewCount,>=,0,p.FavoriteCount,=,4#1012
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.ViewCount,<=,12242,p.CommentCount,<=,11,p.FavoriteCount,>=,0#28333
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.CommentCount,>=,0,p.CommentCount,<=,19,p.FavoriteCount,>=,0#31164
