comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280168068,p.Score,>=,-4,p.Score,<=,56,p.CommentCount,>=,0,p.CreationDate,<=,1409301826#170389
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1283468142,p.PostTypeId,=,1,p.CommentCount,>=,0,p.CommentCount,<=,9,p.FavoriteCount,>=,0#25787
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.ViewCount,>=,0,p.ViewCount,<=,4254,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5#27575
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.Score,>=,-4,p.ViewCount,>=,0,p.ViewCount,<=,6149,p.FavoriteCount,>=,0#5056
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279669735,p.Score,<=,14,p.AnswerCount,>=,0,p.AnswerCount,<=,5#65283
comments c,posts p#c.PostId=p.Id#c.Score,=,2,p.ViewCount,>=,0,p.ViewCount,<=,3035,p.AnswerCount,>=,0,p.CommentCount,>=,0#4889
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,14,p.FavoriteCount,>=,0,p.CreationDate,<=,1406679744#29353
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280935172,p.AnswerCount,>=,0,p.AnswerCount,<=,6,p.CommentCount,<=,16,p.FavoriteCount,<=,14#29156
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1282065676,p.ViewCount,>=,0,p.ViewCount,<=,9072,p.CommentCount,=,1,p.CreationDate,>=,1279569364#6528
comments c,posts p#c.PostId=p.Id#p.Score,>=,-1,p.Score,<=,115,p.ViewCount,>=,0,p.FavoriteCount,>=,0,p.CreationDate,<=,1410407612#31451
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1287605236,p.AnswerCount,=,0,p.CommentCount,>=,0,p.CreationDate,>=,1280373903,p.CreationDate,<=,1410193847#29614
comments c,posts p#c.PostId=p.Id#c.CreationDate,=,1294822595,p.Score,>=,-1,p.Score,<=,21,p.CommentCount,<=,10,p.CreationDate,>=,1280401038#1
comments c,posts p#c.PostId=p.Id#p.Score,<=,26,p.CommentCount,>=,0,p.CommentCount,<=,12,p.CreationDate,>=,1281473291,p.CreationDate,<=,1408919311#156590
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,0,p.Score,<=,13,p.CommentCount,<=,8,p.CreationDate,<=,1409155414#69959
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.ViewCount,>=,0,p.ViewCount,<=,6353,p.AnswerCount,>=,0#66329
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410308306,p.ViewCount,>=,0,p.ViewCount,<=,34044,p.CreationDate,<=,1410454626#66645
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.ViewCount,<=,43320,p.AnswerCount,<=,4,p.FavoriteCount,>=,0#21166
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1282752983,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,9#78072
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280412414,c.CreationDate,<=,1409258099,p.ViewCount,>=,0,p.ViewCount,<=,7841,p.CreationDate,<=,1408361383#86572
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,9,p.CreationDate,>=,1280244438,p.CreationDate,<=,1409808737#29733
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.Score,<=,26,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.FavoriteCount,>=,0#29791
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1281734884,c.CreationDate,<=,1410387070,p.ViewCount,>=,0,p.CreationDate,>=,1283353320#66102
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.ViewCount,>=,0,p.ViewCount,<=,4975,p.CommentCount,>=,0,p.FavoriteCount,>=,0#29772
comments c,posts p#c.PostId=p.Id#c.Score,=,3,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,13#2036
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1282655037,p.ViewCount,>=,0,p.ViewCount,<=,3084,p.AnswerCount,>=,0,p.AnswerCount,<=,3#83889
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.Score,=,5,p.CreationDate,>=,1280211638,p.CreationDate,<=,1410141640#2942
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1284241353,c.CreationDate,<=,1409764694,p.CommentCount,>=,0,p.CommentCount,<=,12,p.FavoriteCount,<=,5#25817
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.AnswerCount,<=,3,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,12#20063
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,<=,1410402267,p.Score,>=,0,p.Score,<=,15,p.ViewCount,>=,0#13804
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280534998,c.CreationDate,<=,1410202372,p.PostTypeId,=,1,p.CreationDate,>=,1283714338,p.CreationDate,<=,1409428944#88118
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279828297,p.ViewCount,>=,0,p.ViewCount,<=,3690,p.FavoriteCount,<=,2#16748
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,-4,p.Score,<=,12,p.FavoriteCount,>=,0,p.CreationDate,<=,1409850593#28160
comments c,posts p#c.PostId=p.Id#c.Score,=,2,p.Score,>=,0,p.AnswerCount,<=,4,p.CreationDate,>=,1281312013,p.CreationDate,<=,1410526041#4841
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410368736,p.Score,=,3,p.ViewCount,>=,0,p.ViewCount,<=,10431,p.FavoriteCount,>=,0#3976
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1281676529,c.CreationDate,<=,1410368584,p.ViewCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,28#30777
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1233589318,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.FavoriteCount,>=,0#21168
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.ViewCount,>=,0,p.ViewCount,<=,7542,p.CreationDate,>=,1280757227,p.CreationDate,<=,1407450075#84098
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279606472,c.CreationDate,<=,1408691298,p.Score,<=,15,p.CommentCount,>=,0#128083
comments c,posts p#c.PostId=p.Id#p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,16,p.CreationDate,>=,1284334315,p.CreationDate,<=,1409802973#29932
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.Score,>=,0,p.AnswerCount,>=,0,p.CommentCount,<=,12#62137
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.ViewCount,<=,7415,p.AnswerCount,>=,0,p.AnswerCount,<=,15#66438
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.CommentCount,>=,0,p.CommentCount,<=,12,p.FavoriteCount,>=,0,p.FavoriteCount,<=,16#20383
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,14#87471
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410537841,p.ViewCount,>=,0,p.CommentCount,<=,13,p.CreationDate,>=,1280354056#63415
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1283360986,p.Score,<=,20,p.AnswerCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5#27922
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.ViewCount,<=,23592,p.CommentCount,>=,0,p.CommentCount,<=,16#65280
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1281291193,c.CreationDate,<=,1409886627,p.CreationDate,>=,1281372228,p.CreationDate,<=,1409783272#132003
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,=,1,p.ViewCount,>=,0,p.ViewCount,<=,5803,p.AnswerCount,<=,9#15612
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279613010,p.PostTypeId,=,1,p.AnswerCount,>=,0,p.AnswerCount,<=,4#65705
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,-1,p.AnswerCount,=,6,p.CreationDate,>=,1279582642,p.CreationDate,<=,1410287888#252
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.ViewCount,<=,3169,p.AnswerCount,<=,5,p.FavoriteCount,>=,0,p.CreationDate,>=,1280278822#28018
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.ViewCount,<=,2748,p.AnswerCount,>=,0,p.AnswerCount,<=,4#63817
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,<=,10,p.FavoriteCount,=,0#1859
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1239523985,p.Score,>=,-1,p.Score,<=,19,p.AnswerCount,>=,0,p.CommentCount,<=,11#82156
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1409678368,p.PostTypeId,=,1,p.Score,<=,18,p.ViewCount,>=,0,p.ViewCount,<=,5593#86800
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279672008,c.CreationDate,<=,1410531836,p.ViewCount,>=,0,p.CommentCount,>=,0#66904
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.ViewCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,<=,15,p.CreationDate,>=,1260039970#85926
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.PostTypeId,=,1,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.CreationDate,>=,1279581991#5302
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410313355,p.Score,<=,16,p.CommentCount,<=,10,p.FavoriteCount,<=,54,p.CreationDate,<=,1409729969#26021
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,0,p.Score,<=,29,p.ViewCount,<=,5189,p.CreationDate,>=,1279576132#87178
comments c,posts p#c.PostId=p.Id#p.ViewCount,<=,7939,p.AnswerCount,>=,0,p.AnswerCount,<=,6,p.FavoriteCount,>=,0,p.FavoriteCount,<=,12#29589
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.ViewCount,<=,2870,p.CommentCount,>=,0,p.CreationDate,>=,1279899355#64616
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1281039136,c.CreationDate,<=,1410609702,p.Score,=,1,p.AnswerCount,>=,0,p.CreationDate,>=,1280180129#20320
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280868563,p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,30,p.AnswerCount,>=,0#89129
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279569675,c.CreationDate,<=,1410056072,p.PostTypeId,=,1,p.CommentCount,>=,0,p.CommentCount,<=,12#84793
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.CommentCount,>=,0,p.CommentCount,<=,15,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5#19774
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,<=,1410456781,p.AnswerCount,>=,0,p.CommentCount,<=,15,p.FavoriteCount,>=,0#5117
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,>=,1280239353,p.PostTypeId,=,1,p.ViewCount,>=,0,p.CommentCount,<=,15#14145
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.ViewCount,>=,0,p.ViewCount,<=,5287,p.AnswerCount,>=,0,p.AnswerCount,<=,4#87280
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,<=,1410630988,p.AnswerCount,=,0,p.CommentCount,>=,0,p.CommentCount,<=,11#4280
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279575213,c.CreationDate,<=,1410312114,p.Score,>=,-1,p.CommentCount,>=,0,p.CommentCount,<=,10#154613
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.ViewCount,>=,0,p.AnswerCount,<=,5,p.CreationDate,>=,1282335024,p.CreationDate,<=,1409693348#14025
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.ViewCount,<=,20989,p.AnswerCount,>=,0,p.CreationDate,>=,1287470430#65752
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279568912,p.Score,>=,-2,p.AnswerCount,<=,6,p.CreationDate,>=,1281070259,p.CreationDate,<=,1410378764#88739
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410619559,p.PostTypeId,=,2,p.Score,>=,-1,p.Score,<=,22,p.CommentCount,<=,20#80321
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1281066959,p.Score,>=,-2,p.Score,<=,15,p.ViewCount,>=,0,p.FavoriteCount,<=,8#28634
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279672008,c.CreationDate,<=,1410290605,p.CommentCount,<=,12,p.FavoriteCount,>=,0,p.FavoriteCount,<=,9#27803
comments c,posts p#c.PostId=p.Id#p.ViewCount,<=,4157,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.CreationDate,>=,1280428423,p.CreationDate,<=,1409752545#83900
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279567878,c.CreationDate,<=,1410283893,p.PostTypeId,=,1,p.FavoriteCount,<=,4,p.CreationDate,<=,1410353048#27461
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1280342707,c.CreationDate,<=,1409974986,p.AnswerCount,>=,0,p.AnswerCount,<=,6#65818
comments c,posts p#c.PostId=p.Id#p.Score,>=,-3,p.Score,<=,48,p.ViewCount,>=,0,p.CommentCount,<=,12,p.CreationDate,<=,1410435913#84936
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,>=,1285028872,p.AnswerCount,>=,0,p.CreationDate,>=,1279584902,p.CreationDate,<=,1410651939#14357
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1409819674,p.Score,>=,0,p.Score,<=,35,p.CommentCount,>=,0#131053
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.CommentCount,<=,8,p.FavoriteCount,>=,0,p.FavoriteCount,<=,7,p.CreationDate,>=,1282222242#16167
comments c,posts p#c.PostId=p.Id#p.Score,>=,-1,p.Score,<=,38,p.ViewCount,=,173,p.AnswerCount,<=,3,p.FavoriteCount,<=,23#59
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279906927,c.CreationDate,<=,1410403409,p.PostTypeId,=,1,p.Score,>=,0,p.AnswerCount,>=,0#88836
comments c,posts p#c.PostId=p.Id#p.Score,>=,-1,p.Score,<=,31,p.CommentCount,>=,0,p.CommentCount,<=,8,p.FavoriteCount,>=,0#24293
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.AnswerCount,<=,7,p.CommentCount,>=,0,p.CommentCount,<=,15,p.FavoriteCount,<=,4#19210
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.ViewCount,<=,23545,p.AnswerCount,>=,0,p.CommentCount,<=,13,p.FavoriteCount,<=,22#29195
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,0,p.ViewCount,<=,3829,p.FavoriteCount,>=,0,p.FavoriteCount,<=,31#21005
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,10,p.CreationDate,>=,1279625393,p.CreationDate,<=,1410265834#81189
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280327389,c.CreationDate,<=,1409817240,p.PostTypeId,=,1,p.AnswerCount,>=,0,p.CreationDate,<=,1410093704#89368
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,<=,14,p.FavoriteCount,>=,0#20223
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280255791,c.CreationDate,<=,1409333066,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.FavoriteCount,<=,12#30115
comments c,posts p#c.PostId=p.Id#p.AnswerCount,>=,0,p.AnswerCount,<=,7,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,8#29621
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,1328,p.AnswerCount,<=,5,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5#23865
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,<=,33,p.AnswerCount,<=,4,p.CommentCount,<=,20,p.FavoriteCount,<=,7#20349
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.Score,=,0,p.ViewCount,>=,0,p.AnswerCount,>=,0#16691
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280673631,c.CreationDate,<=,1410633018,p.PostTypeId,=,1,p.ViewCount,<=,6936,p.FavoriteCount,<=,6#28434
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279566974,c.CreationDate,<=,1410250027,p.CommentCount,=,1,p.FavoriteCount,<=,4#1098
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,<=,109,p.FavoriteCount,>=,0,p.FavoriteCount,<=,18,p.CreationDate,>=,1288716541#21160
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.ViewCount,>=,0,p.ViewCount,<=,2000,p.CommentCount,>=,0#63256
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,14#21976
comments c,posts p#c.PostId=p.Id#p.CommentCount,>=,0,p.CommentCount,<=,15,p.FavoriteCount,<=,4,p.CreationDate,>=,1279873132,p.CreationDate,<=,1409927389#26360
comments c,posts p#c.PostId=p.Id#p.Score,>=,-2,p.Score,<=,15,p.CommentCount,<=,11,p.FavoriteCount,<=,9,p.CreationDate,>=,1279571002#26577
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.CreationDate,<=,1410462607#66133
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279645572,p.CommentCount,>=,0,p.CommentCount,<=,13,p.CreationDate,>=,1280255631,p.CreationDate,<=,1410307408#164083
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1283801509,c.CreationDate,<=,1410632617,p.AnswerCount,>=,0,p.FavoriteCount,<=,7#20921
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280341232,c.CreationDate,<=,1410284178,p.AnswerCount,>=,0,p.CreationDate,>=,1281969527,p.CreationDate,<=,1410369080#89392
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410136193,p.Score,<=,49,p.ViewCount,>=,0,p.ViewCount,<=,2137,p.FavoriteCount,>=,0#27055
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.Score,>=,-2,p.Score,<=,13,p.ViewCount,>=,0,p.ViewCount,<=,29261#13903
comments c,posts p#c.PostId=p.Id#c.CreationDate,=,1310568355,p.Score,>=,-4,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,<=,16#1
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.PostTypeId,=,1,p.ViewCount,<=,10598,p.CreationDate,>=,1280350225,p.CreationDate,<=,1409334003#14106
comments c,posts p#c.PostId=p.Id#p.Score,>=,-1,p.Score,<=,11,p.ViewCount,<=,2591,p.CommentCount,>=,0,p.FavoriteCount,=,0#2051
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410100682,p.ViewCount,>=,0,p.ViewCount,<=,4899,p.CreationDate,>=,1280173905,p.CreationDate,<=,1409383493#87057
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1409901368,p.PostTypeId,=,1,p.AnswerCount,>=,0,p.FavoriteCount,>=,0#22303
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1278798229,c.CreationDate,<=,1410043005,p.Score,<=,13,p.ViewCount,>=,0,p.AnswerCount,<=,4#85922
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410295860,p.PostTypeId,=,1,p.CommentCount,>=,0,p.CommentCount,<=,11,p.CreationDate,<=,1410255284#83449
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279711220,p.ViewCount,=,142,p.AnswerCount,>=,0,p.AnswerCount,<=,7#99
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280243434,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,<=,4#27489
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410355157,p.Score,>=,0,p.Score,<=,59,p.FavoriteCount,<=,6#20815
comments c,posts p#c.PostId=p.Id#c.CreationDate,=,1400814358,p.PostTypeId,=,1,p.ViewCount,>=,0,p.CreationDate,>=,1280605640,p.CreationDate,<=,1410370708#1
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1281523329,p.Score,>=,-1,p.ViewCount,>=,0,p.ViewCount,<=,4157,p.AnswerCount,<=,4#85993
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1281814850,c.CreationDate,<=,1408564590,p.CommentCount,>=,0,p.CommentCount,<=,13,p.CreationDate,<=,1410444821#159867
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279761583,c.CreationDate,<=,1410195976,p.ViewCount,<=,849,p.CommentCount,>=,0#57700
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,8203,p.FavoriteCount,>=,0,p.CreationDate,>=,1280220195,p.CreationDate,<=,1406772801#29645
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.AnswerCount,<=,6,p.CommentCount,>=,0,p.CommentCount,<=,10,p.CreationDate,=,1381945857#3
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.ViewCount,>=,0,p.ViewCount,<=,2562,p.CommentCount,>=,0#64383
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1409872867,p.ViewCount,<=,2657,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,6#26917
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.AnswerCount,>=,0,p.CreationDate,>=,1278788217,p.CreationDate,<=,1409347748#65895
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,<=,19,p.ViewCount,>=,0,p.ViewCount,<=,10871,p.AnswerCount,<=,3#64001
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,2,p.Score,<=,19,p.CommentCount,>=,0,p.CreationDate,<=,1409669400#65927
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410539436,p.Score,>=,0,p.Score,<=,60,p.CommentCount,>=,0,p.FavoriteCount,>=,0#31194
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.PostTypeId,=,1,p.Score,>=,0,p.ViewCount,>=,0,p.FavoriteCount,<=,34#5236
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1239521894,p.PostTypeId,=,2,p.CommentCount,>=,0,p.CommentCount,<=,10,p.CreationDate,>=,1286470840#71175
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.Score,>=,-1,p.CommentCount,>=,0,p.FavoriteCount,>=,0#22371
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.ViewCount,>=,0,p.ViewCount,<=,7796,p.CreationDate,>=,1280431337,p.CreationDate,<=,1408801495#13942
