comments c,posts p#c.PostId=p.Id#p.Score,>=,-2,p.Score,<=,28,p.ViewCount,>=,0,p.ViewCount,<=,4280,p.CommentCount,<=,13,p.CreationDate,>=,1279676113,p.CreationDate,<=,1410650100#83950
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279575213,c.CreationDate,<=,1410312519,p.Score,>=,-1,p.ViewCount,<=,3093,p.AnswerCount,<=,3,p.CreationDate,>=,1282271132,p.CreationDate,<=,1410316356#82899
comments c,posts p#c.PostId=p.Id#p.Score,>=,-1,p.Score,<=,41,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,14,p.FavoriteCount,>=,0,p.FavoriteCount,<=,2#22438
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280175774,p.Score,>=,-2,p.ViewCount,>=,0,p.ViewCount,<=,1782,p.AnswerCount,<=,16,p.FavoriteCount,>=,0,p.FavoriteCount,<=,2#21364
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.AnswerCount,>=,0,p.CommentCount,<=,21,p.FavoriteCount,>=,0,p.FavoriteCount,<=,3,p.CreationDate,>=,1279809140,p.CreationDate,<=,1409662366#25605
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279612129,p.Score,>=,0,p.ViewCount,>=,0,p.ViewCount,<=,3197,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,20#85142
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,0,p.ViewCount,>=,0,p.ViewCount,<=,1472,p.CommentCount,>=,0,p.CommentCount,<=,9,p.FavoriteCount,>=,0#15155
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279822391,c.CreationDate,<=,1410595681,p.PostTypeId,=,1,p.Score,>=,-1,p.CommentCount,>=,0,p.CreationDate,<=,1410531839#66590
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.Score,<=,14,p.AnswerCount,<=,5,p.CommentCount,<=,14,p.FavoriteCount,<=,7,p.CreationDate,>=,1279567121,p.CreationDate,<=,1409883027#26723
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5,p.CreationDate,>=,1280715630,p.CreationDate,<=,1410631610#27816
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,-1,p.Score,<=,19,p.ViewCount,>=,0,p.ViewCount,<=,3912,p.AnswerCount,<=,5,p.CreationDate,>=,1279842744#64470
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279648523,c.CreationDate,<=,1410545474,p.PostTypeId,=,1,p.ViewCount,>=,0,p.ViewCount,<=,2680,p.CommentCount,>=,0,p.CommentCount,<=,12#81563
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,49,p.ViewCount,<=,3809,p.AnswerCount,<=,4,p.CommentCount,<=,17#63148
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.ViewCount,>=,0,p.ViewCount,<=,9951,p.CommentCount,<=,11,p.FavoriteCount,>=,0,p.CreationDate,>=,1279873984,p.CreationDate,<=,1410532025#27817
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410550783,p.PostTypeId,=,1,p.AnswerCount,>=,0,p.AnswerCount,<=,8,p.CommentCount,>=,0,p.CreationDate,<=,1409845739#66159
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1282768376,c.CreationDate,<=,1410536008,p.Score,>=,-2,p.Score,<=,50,p.ViewCount,<=,1836,p.AnswerCount,>=,0,p.AnswerCount,<=,5#82918
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1280637478,c.CreationDate,<=,1410450810,p.PostTypeId,=,1,p.Score,<=,16,p.CommentCount,>=,0,p.CommentCount,<=,9#56594
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,0,p.ViewCount,>=,0,p.ViewCount,<=,3877,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,=,6#6447
comments c,posts p#c.PostId=p.Id#c.Score,=,2,c.CreationDate,>=,1280780868,c.CreationDate,<=,1410544694,p.Score,>=,-4,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,>=,0#4975
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279574287,c.CreationDate,<=,1409826644,p.Score,<=,59,p.ViewCount,>=,0,p.FavoriteCount,=,0,p.CreationDate,>=,1280602256,p.CreationDate,<=,1409618535#2106
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,<=,17,p.ViewCount,>=,0,p.ViewCount,<=,10876,p.AnswerCount,>=,0,p.AnswerCount,<=,8,p.FavoriteCount,<=,6#28413
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,0,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,2,p.CommentCount,>=,0,p.CommentCount,<=,9#69149
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.CommentCount,>=,0,p.CommentCount,<=,7,p.CreationDate,>=,1279686650,p.CreationDate,<=,1408626598#47150
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280804799,p.Score,>=,-2,p.Score,<=,18,p.CommentCount,>=,0,p.FavoriteCount,<=,15,p.CreationDate,>=,1281046580,p.CreationDate,<=,1410431181#29458
comments c,posts p#c.PostId=p.Id#p.ViewCount,<=,1344,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.FavoriteCount,>=,0,p.FavoriteCount,<=,2,p.CreationDate,>=,1279571841,p.CreationDate,<=,1410537379#20331
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280012942,c.CreationDate,<=,1409790679,p.Score,>=,-2,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,>=,0,p.CommentCount,<=,24#86573
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.Score,<=,16,p.ViewCount,>=,0,p.ViewCount,<=,5839,p.FavoriteCount,<=,35,p.CreationDate,<=,1410639191#20912
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1409199461,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,10,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5,p.CreationDate,>=,1279617965#28031
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.ViewCount,<=,4722,p.CommentCount,>=,0,p.CommentCount,<=,12,p.CreationDate,>=,1279567121,p.CreationDate,<=,1410191607#61575
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279575325,c.CreationDate,<=,1410658235,p.Score,>=,-2,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,6#28942
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410160232,p.PostTypeId,=,1,p.Score,<=,36,p.CommentCount,=,1,p.FavoriteCount,<=,56,p.CreationDate,<=,1410529970#1192
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.Score,<=,32,p.ViewCount,<=,6568,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5,p.CreationDate,>=,1279567714,p.CreationDate,<=,1410440852#27790
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410658235,p.Score,=,3,p.ViewCount,>=,0,p.AnswerCount,<=,6,p.CommentCount,=,1,p.FavoriteCount,>=,0,p.FavoriteCount,<=,9#246
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,87,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.CommentCount,<=,16,p.FavoriteCount,=,0#1980
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,-2,p.ViewCount,>=,0,p.ViewCount,<=,4226,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.FavoriteCount,<=,4#26025
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,54,p.ViewCount,>=,0,p.ViewCount,<=,5696,p.FavoriteCount,<=,10#21218
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280151424,p.Score,=,2,p.ViewCount,>=,0,p.ViewCount,<=,6454,p.AnswerCount,<=,2,p.CreationDate,>=,1233585087,p.CreationDate,<=,1410493140#13565
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280247117,p.PostTypeId,=,1,p.ViewCount,<=,4187,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.CommentCount,=,4,p.FavoriteCount,>=,0#3521
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280843572,c.CreationDate,<=,1410362174,p.Score,>=,-1,p.CommentCount,<=,13,p.FavoriteCount,>=,0,p.CreationDate,>=,1280956323,p.CreationDate,<=,1409834505#28969
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,0,p.Score,<=,36,p.ViewCount,>=,0,p.ViewCount,<=,2916,p.AnswerCount,<=,8,p.FavoriteCount,<=,6#19702
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1284241353,p.Score,>=,-1,p.Score,<=,16,p.AnswerCount,>=,0,p.AnswerCount,<=,7,p.CreationDate,>=,1279571734,p.CreationDate,<=,1410460400#87066
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1280608918,c.CreationDate,<=,1410007966,p.PostTypeId,=,1,p.Score,<=,66,p.CreationDate,>=,1279599412,p.CreationDate,<=,1410426425#66158
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280785651,c.CreationDate,<=,1410602075,p.Score,>=,-2,p.Score,<=,13,p.AnswerCount,<=,5,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5#27082
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1282953680,p.Score,<=,16,p.ViewCount,>=,0,p.ViewCount,<=,5344,p.AnswerCount,<=,5,p.CommentCount,=,8#3841
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1281062674,c.CreationDate,<=,1410628154,p.ViewCount,>=,0,p.ViewCount,<=,20374,p.AnswerCount,>=,0,p.AnswerCount,<=,5#65997
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410426190,p.Score,>=,-2,p.CommentCount,>=,0,p.CommentCount,<=,12,p.FavoriteCount,>=,0,p.FavoriteCount,<=,19#20390
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,15,p.CommentCount,>=,0,p.CommentCount,<=,12,p.CreationDate,>=,1280069792,p.CreationDate,<=,1410091346#82306
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.PostTypeId,=,1,p.Score,<=,24,p.ViewCount,<=,3553,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CreationDate,<=,1409079422#13400
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,0,p.Score,<=,37,p.ViewCount,<=,9494,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.CreationDate,<=,1410465195#21817
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,-3,p.Score,<=,25,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,10,p.CreationDate,>=,1279806030#80764
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1282651769,c.CreationDate,<=,1410640536,p.PostTypeId,=,1,p.Score,<=,24,p.AnswerCount,>=,0,p.CommentCount,>=,0#66135
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,0,p.ViewCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,8,p.FavoriteCount,>=,0,p.FavoriteCount,<=,9#16668
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1280552073,p.PostTypeId,=,2,p.Score,>=,-1,p.Score,<=,35,p.CommentCount,>=,0,p.CommentCount,<=,10#59572
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,0,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,10,p.FavoriteCount,>=,0,p.CreationDate,<=,1406579294#18910
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1280269079,p.ViewCount,<=,5263,p.CommentCount,>=,0,p.FavoriteCount,=,0,p.CreationDate,>=,1282129768,p.CreationDate,<=,1409918092#1538
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1280238046,c.CreationDate,<=,1410504595,p.Score,<=,41,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,7#50087
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410469115,p.Score,>=,-2,p.Score,<=,20,p.AnswerCount,>=,0,p.AnswerCount,<=,12,p.CreationDate,<=,1410315980#65897
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,-3,p.Score,<=,22,p.ViewCount,>=,0,p.CommentCount,<=,10,p.CreationDate,>=,1282199285,p.CreationDate,<=,1409817636#58425
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279797852,c.CreationDate,<=,1410271402,p.Score,>=,0,p.Score,<=,28,p.ViewCount,>=,0,p.CreationDate,=,1398510412#3
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1409526866,p.PostTypeId,=,1,p.CommentCount,>=,0,p.CommentCount,<=,11,p.FavoriteCount,>=,0,p.FavoriteCount,<=,47,p.CreationDate,>=,1279568104#28356
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279713490,c.CreationDate,<=,1409843435,p.ViewCount,>=,0,p.ViewCount,<=,3197,p.CommentCount,<=,12,p.FavoriteCount,<=,13,p.CreationDate,>=,1281220124#26003
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,>=,1279951302,p.Score,>=,-1,p.Score,<=,17,p.AnswerCount,>=,0,p.CommentCount,<=,13,p.CreationDate,<=,1409595469#13375
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,-1,p.Score,<=,17,p.ViewCount,>=,0,p.ViewCount,<=,4798,p.FavoriteCount,<=,4,p.CreationDate,<=,1408671181#19229
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1280239353,p.ViewCount,<=,3082,p.AnswerCount,<=,4,p.CommentCount,>=,0,p.CommentCount,<=,13,p.CreationDate,<=,1410407612#60904
comments c,posts p#c.PostId=p.Id#c.Score,=,3,p.Score,>=,0,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,4,p.CreationDate,>=,1280049239#677
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410122935,p.Score,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,18,p.FavoriteCount,>=,0,p.FavoriteCount,<=,18#21548
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1282649980,c.CreationDate,<=,1410657021,p.AnswerCount,<=,4,p.CommentCount,<=,8,p.FavoriteCount,>=,0,p.FavoriteCount,<=,3,p.CreationDate,>=,1280135541#19776
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,>=,1279804590,c.CreationDate,<=,1410525363,p.PostTypeId,=,1,p.CommentCount,>=,0,p.CommentCount,<=,9,p.FavoriteCount,<=,30#4495
comments c,posts p#c.PostId=p.Id#c.Score,=,5,c.CreationDate,>=,1236111136,c.CreationDate,<=,1410392249,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,>=,0,p.CommentCount,<=,14#378
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1281006681,p.Score,<=,12,p.ViewCount,<=,2318,p.AnswerCount,>=,0,p.CommentCount,<=,11,p.CreationDate,<=,1410170296#57601
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1409597451,p.ViewCount,>=,0,p.ViewCount,<=,16587,p.AnswerCount,>=,0,p.CommentCount,<=,12,p.FavoriteCount,>=,0,p.CreationDate,>=,1280928727#28352
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280180671,p.Score,<=,22,p.ViewCount,<=,2717,p.CommentCount,>=,0,p.CommentCount,<=,13,p.CreationDate,>=,1239523056,p.CreationDate,<=,1408937138#80354
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,<=,1409572906,p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,33,p.CommentCount,>=,0,p.FavoriteCount,>=,0#5167
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,<=,47,p.ViewCount,<=,27619,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.CommentCount,<=,11,p.FavoriteCount,<=,2#21277
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,67,p.CommentCount,>=,0,p.CommentCount,<=,12,p.FavoriteCount,>=,0,p.CreationDate,>=,1279570117#29021
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1289849248,c.CreationDate,<=,1410628070,p.PostTypeId,=,1,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.FavoriteCount,>=,0,p.FavoriteCount,<=,8#28247
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.Score,<=,36,p.ViewCount,>=,0,p.AnswerCount,<=,3,p.FavoriteCount,>=,0,p.CreationDate,>=,1279571841,p.CreationDate,<=,1410223669#27641
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,-1,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,<=,22,p.CreationDate,>=,1282137334,p.CreationDate,<=,1407951987#29872
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410550965,p.ViewCount,<=,13582,p.CommentCount,<=,11,p.FavoriteCount,>=,0,p.FavoriteCount,<=,23,p.CreationDate,>=,1279653676#19945
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1281596999,p.PostTypeId,=,1,p.AnswerCount,<=,9,p.CommentCount,=,1,p.FavoriteCount,<=,5,p.CreationDate,<=,1409420875#1117
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410574729,p.ViewCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5,p.CreationDate,<=,1410623815#20578
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1283982610,c.CreationDate,<=,1410273780,p.PostTypeId,=,1,p.Score,>=,-1,p.ViewCount,<=,5175,p.AnswerCount,>=,0,p.AnswerCount,<=,3#83933
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280088455,c.CreationDate,<=,1410546025,p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,28,p.ViewCount,<=,3795,p.AnswerCount,>=,0#87124
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.PostTypeId,=,1,p.Score,<=,37,p.CommentCount,>=,0,p.CommentCount,<=,18,p.FavoriteCount,<=,14,p.CreationDate,>=,1281770160#5007
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,-1,p.Score,<=,22,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.CommentCount,=,3,p.CreationDate,>=,1280438425#8450
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1280211167,p.PostTypeId,=,1,p.Score,>=,-1,p.ViewCount,>=,0,p.ViewCount,<=,4210,p.FavoriteCount,<=,12#20896
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,<=,20,p.ViewCount,<=,5595,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,12,p.CreationDate,>=,1283139096#28625
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1280704111,c.CreationDate,<=,1410659119,p.Score,<=,33,p.ViewCount,>=,0,p.ViewCount,<=,5747,p.FavoriteCount,<=,4#19674
comments c,posts p#c.PostId=p.Id#c.Score,=,2,c.CreationDate,>=,1281303974,c.CreationDate,<=,1410549005,p.ViewCount,>=,0,p.ViewCount,<=,3795,p.CreationDate,>=,1280864250,p.CreationDate,<=,1410093704#4913
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279797524,p.PostTypeId,=,1,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CreationDate,>=,1279575602,p.CreationDate,<=,1410529501#65616
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,47,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.FavoriteCount,>=,0,p.FavoriteCount,<=,27#30058
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1281358523,p.PostTypeId,=,2,p.CommentCount,>=,0,p.CommentCount,<=,23,p.CreationDate,>=,1280215153,p.CreationDate,<=,1410238210#66188
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280591110,c.CreationDate,<=,1410522491,p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,21,p.FavoriteCount,>=,0,p.FavoriteCount,<=,4#27274
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410251637,p.Score,<=,61,p.ViewCount,<=,10019,p.CommentCount,>=,0,p.CommentCount,<=,10,p.CreationDate,>=,1280000604,p.CreationDate,<=,1406992221#77084
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.CommentCount,>=,0,p.CommentCount,<=,11,p.FavoriteCount,>=,0,p.FavoriteCount,<=,11,p.CreationDate,>=,1279649845,p.CreationDate,<=,1410035693#27567
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279612794,p.PostTypeId,=,1,p.ViewCount,<=,3907,p.AnswerCount,>=,0,p.CreationDate,>=,1282266492,p.CreationDate,<=,1409748516#64368
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410642123,p.Score,=,1,p.ViewCount,>=,0,p.ViewCount,<=,6095,p.CommentCount,>=,0,p.CreationDate,>=,1281015359,p.CreationDate,<=,1410236337#20156
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,0,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,9,p.CreationDate,<=,1410502562#29891
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,<=,45,p.ViewCount,>=,0,p.ViewCount,<=,64481,p.AnswerCount,=,0,p.CommentCount,<=,12,p.CreationDate,>=,1279598414#28632
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280247757,p.Score,>=,-2,p.Score,<=,62,p.ViewCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,10,p.FavoriteCount,<=,10#26440
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410263994,p.Score,>=,-1,p.Score,<=,10,p.ViewCount,>=,0,p.AnswerCount,<=,3,p.CommentCount,>=,0,p.FavoriteCount,<=,6#25094
comments c,posts p#c.PostId=p.Id#p.Score,<=,51,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.CommentCount,>=,0,p.FavoriteCount,<=,6,p.CreationDate,>=,1280646963#26663
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,>=,1279568779,c.CreationDate,<=,1409920579,p.ViewCount,>=,0,p.CommentCount,<=,8,p.CreationDate,>=,1279591265,p.CreationDate,<=,1410560213#12199
